Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2023-02-23 10:48:31, 10:48:31,-40.582642,-65.000618,153.94,576.0,256,0,25.09,1
2023-02-23 11:05:41, 11:05:41,-40.582592,-65.00061,148.2,396.0,333,0,5.6,1
2023-02-23 11:20:49, 11:20:49,-40.582687,-65.000618,165.89,0.0,0,0,10.59,1
2023-02-23 11:35:59, 11:35:59,-40.582684,-65.000603,159.83,0.0,301,0,1.31,1
2023-02-23 11:51:12, 11:51:12,-40.582653,-65.000626,143.84,0.0,328,0,3.96,1
2023-02-23 12:06:27, 12:06:27,-40.582691,-65.000626,150.93,0.0,0,0,4.23,1
2023-02-23 12:21:57, 12:21:57,-40.582626,-65.000633,157.96,0.0,169,0,7.25,1
2023-02-23 12:37:58, 12:37:58,-40.582687,-65.000534,147.03,0.0,31,0,10.77,1
2023-02-23 12:54:05, 12:54:05,-40.58287,-65.000847,117.73,0.0,234,0,33.36,1
2023-02-23 13:10:21, 13:10:21,-40.582787,-65.000542,149.8,144.0,269,0,27.36,1
2023-02-23 13:25:31, 13:25:31,-40.582748,-65.000542,152.04,0.0,61,0,4.34,1
2023-02-23 13:40:31, 13:40:31,-40.582718,-65.000504,158.88,0.0,293,0,4.63,1
2023-02-23 13:55:29, 13:55:29,-40.582767,-65.000565,153.25,504.0,267,0,7.5,1
2023-02-23 14:10:42, 14:10:42,-40.582771,-65.000542,155.31,0.0,345,0,1.99,1
2023-02-23 14:25:55, 14:25:55,-40.582752,-65.000496,160.72,0.0,44,0,4.42,1
2023-02-23 14:41:11, 14:41:11,-40.582783,-65.000526,158.24,0.0,275,0,4.28,1
2023-02-23 14:56:33, 14:56:33,-40.582752,-65.000542,153.07,0.0,139,0,3.7,1
2023-02-23 15:12:11, 15:12:11,-40.582771,-65.000587,141.57,0.0,96,0,4.35,1
2023-02-23 15:27:45, 15:27:45,-40.582668,-65.000107,180.64,2016.0,108,0,42.12,1
2023-02-23 15:43:32, 15:43:32,-40.582741,-65.000519,157.37,0.0,259,0,35.73,1
2023-02-23 16:00:49, 16:00:49,-40.582745,-65.000496,157.56,0.0,0,0,1.99,1
2023-02-23 16:16:09, 16:16:09,-40.58279,-65.000504,154.01,0.0,294,0,5.05,1
2023-02-23 16:31:28, 16:31:28,-40.582737,-65.000549,163.45,0.0,170,0,7.01,1
2023-02-23 16:46:49, 16:46:49,-40.58276,-65.000519,160.47,504.0,177,0,3.6,1
2023-02-23 17:02:11, 17:02:11,-40.582771,-65.000519,156.82,0.0,172,0,1.22,1
2023-02-23 17:16:59, 17:16:59,-40.582756,-65.000519,155.11,0.0,33,0,1.67,1
2023-02-23 17:31:40, 17:31:40,-40.582737,-65.000526,148.76,0.0,116,0,2.19,1
2023-02-23 17:46:31, 17:46:31,-40.582737,-65.000519,154.42,324.0,308,0,0.59,1
2023-02-23 18:01:11, 18:01:11,-40.582684,-65.000526,159.82,0.0,0,0,5.92,1
2023-02-23 18:16:17, 18:16:17,-40.582718,-65.000526,157.83,0.0,230,0,3.78,1
2023-02-23 18:31:21, 18:31:21,-40.582676,-65.000511,157.51,0.0,282,0,4.84,1
2023-02-23 18:46:39, 18:46:39,-40.582714,-65.000542,154.63,0.0,205,0,4.97,1
2023-02-23 19:02:20, 19:02:20,-40.582722,-65.000526,151.86,180.0,218,0,1.62,1
2023-02-23 19:19:41, 19:19:41,-40.582794,-65.00058,143.22,0.0,0,0,9.21,1
2023-02-23 19:35:03, 19:35:03,-40.582767,-65.000557,146.91,0.0,182,0,3.58,1
2023-02-23 19:50:22, 19:50:22,-40.582741,-65.000519,149.58,0.0,26,0,4.32,1
2023-02-23 20:05:45, 20:05:45,-40.58271,-65.000549,143.09,0.0,0,0,4.28,1
2023-02-23 20:21:01, 20:21:01,-40.582714,-65.000549,147.43,0.0,233,0,0.44,1
2023-02-23 20:36:15, 20:36:15,-40.582684,-65.000526,155.18,216.0,357,0,3.86,1
2023-02-23 20:51:28, 20:51:28,-40.582729,-65.000565,142.82,0.0,42,-4,5.99,1
2023-02-24 01:02:32, 01:02:32,-40.582699,-65.000534,155.61,144.0,189,-2,0.0,1
2023-02-24 01:17:39, 01:17:39,-40.582779,-65.000587,143.83,0.0,72,0,9.96,1
2023-02-24 01:32:46, 01:32:46,-40.582764,-65.00058,151.14,0.0,18,0,1.77,1
2023-02-24 01:47:51, 01:47:51,-40.582726,-65.000557,157.64,0.0,0,-4,4.65,1
2023-02-24 06:02:02, 06:02:02,-40.582684,-65.000557,149.53,108.0,6,-2,0.0,1
2023-02-24 06:16:56, 06:16:56,-40.582684,-65.000549,146.56,0.0,36,0,0.68,1
2023-02-24 06:31:48, 06:31:48,-40.58271,-65.000565,140.75,720.0,205,0,3.19,1
2023-02-24 06:46:41, 06:46:41,-40.582687,-65.000572,150.46,0.0,209,0,2.62,1
2023-02-24 07:01:42, 07:01:42,-40.582668,-65.000603,150.98,0.0,0,0,3.36,1
2023-02-24 07:17:11, 07:17:11,-40.582649,-65.000542,160.8,0.0,211,0,5.57,1
2023-02-24 07:32:42, 07:32:42,-40.582729,-65.000587,152.39,0.0,196,0,9.67,1
