Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2023-02-23 13:24:33, 13:24:33,-40.584671,-65.003067,155.49,180.0,144,0,194.3,1
2023-02-23 13:42:32, 13:42:32,-40.584702,-65.003021,156.84,0.0,0,0,5.19,1
2023-02-23 13:57:34, 13:57:34,-40.584724,-65.003029,156.77,0.0,154,0,2.54,1
2023-02-23 14:13:05, 14:13:05,-40.584671,-65.002937,155.7,0.0,151,0,9.75,1
2023-02-23 14:28:55, 14:28:55,-40.584709,-65.002892,149.41,0.0,300,0,5.68,1
2023-02-23 14:44:27, 14:44:27,-40.584721,-65.002899,155.39,0.0,215,0,1.46,1
2023-02-23 14:59:53, 14:59:53,-40.584679,-65.002914,145.51,0.0,102,0,4.84,1
2023-02-23 15:15:18, 15:15:18,-40.584732,-65.002968,137.36,0.0,162,0,7.45,1
2023-02-23 15:30:38, 15:30:38,-40.584698,-65.002884,149.49,0.0,0,0,8.04,1
2023-02-23 15:45:56, 15:45:56,-40.584728,-65.002884,154.72,0.0,58,0,3.34,1
2023-02-23 16:01:21, 16:01:21,-40.584709,-65.002892,159.86,0.0,120,0,2.22,1
2023-02-23 16:16:31, 16:16:31,-40.584713,-65.002876,151.41,0.0,164,0,1.42,1
2023-02-23 16:31:56, 16:31:56,-40.584743,-65.002945,158.38,144.0,267,0,6.71,1
2023-02-23 16:46:53, 16:46:53,-40.584618,-65.002983,178.23,0.0,97,0,14.26,1
2023-02-23 17:01:54, 17:01:54,-40.584747,-65.003006,130.4,0.0,165,0,14.48,1
2023-02-23 17:17:16, 17:17:16,-40.584732,-65.002968,122.48,0.0,259,0,3.62,1
2023-02-23 17:32:35, 17:32:35,-40.584641,-65.002953,153.37,0.0,169,0,10.2,1
2023-02-23 17:47:54, 17:47:54,-40.584652,-65.003006,135.64,0.0,254,0,4.64,1
2023-02-23 18:03:12, 18:03:12,-40.584663,-65.002899,159.87,0.0,218,0,9.12,1
2023-02-23 18:18:27, 18:18:27,-40.584679,-65.002937,160.81,0.0,203,0,3.67,1
2023-02-23 18:33:41, 18:33:41,-40.584614,-65.002861,161.54,0.0,196,0,9.67,1
2023-02-23 18:49:26, 18:49:26,-40.584679,-65.00293,155.11,180.0,280,0,9.28,1
2023-02-23 19:04:43, 19:04:43,-40.584682,-65.002953,155.04,0.0,0,0,1.97,1
2023-02-23 19:19:55, 19:19:55,-40.584766,-65.002975,151.77,0.0,21,0,9.52,1
2023-02-23 19:35:04, 19:35:04,-40.58466,-65.002945,155.62,540.0,157,0,12.06,1
2023-02-23 19:50:12, 19:50:12,-40.584713,-65.002983,149.39,0.0,358,0,6.71,1
2023-02-23 20:05:20, 20:05:20,-40.584644,-65.002937,161.31,0.0,21,0,8.6,1
2023-02-23 20:20:25, 20:20:25,-40.584564,-65.002899,161.3,0.0,191,0,9.46,1
2023-02-23 20:35:43, 20:35:43,-40.584618,-65.00293,155.94,288.0,200,0,6.55,1
2023-02-23 20:51:02, 20:51:02,-40.584637,-65.00293,148.94,504.0,130,-4,2.11,1
2023-02-24 01:02:27, 01:02:27,-40.584702,-65.002968,142.32,72.0,61,-2,0.0,1
2023-02-24 01:17:24, 01:17:24,-40.584686,-65.003052,156.57,216.0,348,0,7.31,1
2023-02-24 01:32:22, 01:32:22,-40.584713,-65.003067,153.96,0.0,159,0,3.26,1
2023-02-24 01:47:18, 01:47:18,-40.584705,-65.003021,154.48,1116.0,45,-4,3.99,1
2023-02-24 06:00:33, 06:00:33,-40.584656,-65.00296,146.3,288.0,331,-2,0.0,1
2023-02-24 06:15:41, 06:15:41,-40.58469,-65.002937,144.06,0.0,215,0,4.25,1
2023-02-24 06:30:48, 06:30:48,-40.584656,-65.002968,152.48,756.0,51,0,4.6,1
2023-02-24 06:45:55, 06:45:55,-40.584641,-65.002983,147.34,0.0,17,0,2.09,1
2023-02-24 07:01:04, 07:01:04,-40.584656,-65.002945,142.6,1080.0,57,0,3.62,1
2023-02-24 07:16:23, 07:16:23,-40.58461,-65.002953,153.58,684.0,219,0,5.16,1
2023-02-24 07:31:43, 07:31:43,-40.584694,-65.002975,147.69,0.0,218,0,9.52,1
2023-02-24 07:47:18, 07:47:18,-40.584637,-65.002968,155.53,504.0,211,0,6.37,1
2023-02-24 08:03:04, 08:03:04,-40.584663,-65.00296,155.35,360.0,210,0,2.97,1
2023-02-24 08:18:16, 08:18:16,-40.584694,-65.002983,153.48,2340.0,217,0,3.96,1
2023-02-24 08:33:31, 08:33:31,-40.58469,-65.003021,139.61,0.0,253,0,3.24,1
