day;time distance;space distance;time;name one;name two
2022/01/30;510.46666666666664;14;1900-01-01T12:06:46.000000000;T30;T6
2022/01/30;525.6666666666666;15;1900-01-01T12:06:46.000000000;T30;T6
2022/01/30;373.05;8;1900-01-01T12:21:54.000000000;T30;T6
2022/01/30;388.1166666666667;10;1900-01-01T12:21:54.000000000;T30;T6
2022/01/30;403.43333333333334;10;1900-01-01T12:21:54.000000000;T30;T6
2022/01/30;418.6666666666667;14;1900-01-01T12:21:54.000000000;T30;T6
2022/01/30;433.8666666666667;11;1900-01-01T12:21:54.000000000;T30;T6
2022/01/30;449.55;11;1900-01-01T12:21:54.000000000;T30;T6
2022/01/30;464.8833333333333;9;1900-01-01T12:21:54.000000000;T30;T6
2022/01/30;480.1166666666667;9;1900-01-01T12:21:54.000000000;T30;T6
2022/01/30;495.3333333333333;5;1900-01-01T12:21:54.000000000;T30;T6
2022/01/30;510.53333333333336;13;1900-01-01T12:21:54.000000000;T30;T6
2022/01/30;357.95;11;1900-01-01T12:37:00.000000000;T30;T6
2022/01/30;373.01666666666665;15;1900-01-01T12:37:00.000000000;T30;T6
2022/01/30;388.3333333333333;15;1900-01-01T12:37:00.000000000;T30;T6
2022/01/30;403.56666666666666;19;1900-01-01T12:37:00.000000000;T30;T6
2022/01/30;418.76666666666665;16;1900-01-01T12:37:00.000000000;T30;T6
2022/01/30;434.45;16;1900-01-01T12:37:00.000000000;T30;T6
2022/01/30;449.78333333333336;14;1900-01-01T12:37:00.000000000;T30;T6
2022/01/30;465.01666666666665;14;1900-01-01T12:37:00.000000000;T30;T6
2022/01/30;480.23333333333335;10;1900-01-01T12:37:00.000000000;T30;T6
2022/01/30;495.43333333333334;18;1900-01-01T12:37:00.000000000;T30;T6
2022/01/30;343.23333333333335;11;1900-01-01T12:51:43.000000000;T30;T6
2022/01/30;358.3;16;1900-01-01T12:51:43.000000000;T30;T6
2022/01/30;373.6166666666667;16;1900-01-01T12:51:43.000000000;T30;T6
2022/01/30;404.05;17;1900-01-01T12:51:43.000000000;T30;T6
2022/01/30;419.73333333333335;16;1900-01-01T12:51:43.000000000;T30;T6
2022/01/30;435.06666666666666;14;1900-01-01T12:51:43.000000000;T30;T6
2022/01/30;450.3;15;1900-01-01T12:51:43.000000000;T30;T6
2022/01/30;465.51666666666665;12;1900-01-01T12:51:43.000000000;T30;T6
2022/01/30;480.71666666666664;19;1900-01-01T12:51:43.000000000;T30;T6
2022/01/30;328.26666666666665;9;1900-01-01T13:06:41.000000000;T30;T6
2022/01/30;343.3333333333333;14;1900-01-01T13:06:41.000000000;T30;T6
2022/01/30;358.65;14;1900-01-01T13:06:41.000000000;T30;T6
2022/01/30;373.8833333333333;19;1900-01-01T13:06:41.000000000;T30;T6
2022/01/30;389.0833333333333;15;1900-01-01T13:06:41.000000000;T30;T6
2022/01/30;404.76666666666665;14;1900-01-01T13:06:41.000000000;T30;T6
2022/01/30;420.1;12;1900-01-01T13:06:41.000000000;T30;T6
2022/01/30;435.3333333333333;13;1900-01-01T13:06:41.000000000;T30;T6
2022/01/30;450.55;10;1900-01-01T13:06:41.000000000;T30;T6
2022/01/30;465.75;18;1900-01-01T13:06:41.000000000;T30;T6
2022/01/30;312.96666666666664;12;1900-01-01T13:21:59.000000000;T30;T6
2022/01/30;328.03333333333336;16;1900-01-01T13:21:59.000000000;T30;T6
2022/01/30;343.35;16;1900-01-01T13:21:59.000000000;T30;T6
2022/01/30;373.78333333333336;17;1900-01-01T13:21:59.000000000;T30;T6
2022/01/30;389.46666666666664;17;1900-01-01T13:21:59.000000000;T30;T6
2022/01/30;404.8;14;1900-01-01T13:21:59.000000000;T30;T6
2022/01/30;420.03333333333336;15;1900-01-01T13:21:59.000000000;T30;T6
2022/01/30;435.25;12;1900-01-01T13:21:59.000000000;T30;T6
2022/01/30;297.6333333333333;14;1900-01-01T13:37:19.000000000;T30;T6
2022/01/30;312.7;18;1900-01-01T13:37:19.000000000;T30;T6
2022/01/30;328.01666666666665;18;1900-01-01T13:37:19.000000000;T30;T6
2022/01/30;358.45;19;1900-01-01T13:37:19.000000000;T30;T6
2022/01/30;374.1333333333333;19;1900-01-01T13:37:19.000000000;T30;T6
2022/01/30;389.46666666666664;16;1900-01-01T13:37:19.000000000;T30;T6
2022/01/30;404.7;17;1900-01-01T13:37:19.000000000;T30;T6
2022/01/30;419.9166666666667;13;1900-01-01T13:37:19.000000000;T30;T6
2022/01/30;282.3333333333333;13;1900-01-01T13:52:37.000000000;T30;T6
2022/01/30;297.4;16;1900-01-01T13:52:37.000000000;T30;T6
2022/01/30;312.71666666666664;16;1900-01-01T13:52:37.000000000;T30;T6
2022/01/30;343.15;17;1900-01-01T13:52:37.000000000;T30;T6
2022/01/30;358.8333333333333;17;1900-01-01T13:52:37.000000000;T30;T6
2022/01/30;374.1666666666667;15;1900-01-01T13:52:37.000000000;T30;T6
2022/01/30;389.4;15;1900-01-01T13:52:37.000000000;T30;T6
2022/01/30;404.6166666666667;11;1900-01-01T13:52:37.000000000;T30;T6
2022/01/30;419.81666666666666;19;1900-01-01T13:52:37.000000000;T30;T6
2022/01/30;267.05;15;1900-01-01T14:07:54.000000000;T30;T6
2022/01/30;282.1166666666667;19;1900-01-01T14:07:54.000000000;T30;T6
2022/01/30;297.43333333333334;19;1900-01-01T14:07:54.000000000;T30;T6
2022/01/30;358.8833333333333;17;1900-01-01T14:07:54.000000000;T30;T6
2022/01/30;374.1166666666667;18;1900-01-01T14:07:54.000000000;T30;T6
2022/01/30;389.3333333333333;15;1900-01-01T14:07:54.000000000;T30;T6
2022/01/30;251.78333333333333;15;1900-01-01T14:23:10.000000000;T30;T6
2022/01/30;266.85;19;1900-01-01T14:23:10.000000000;T30;T6
2022/01/30;282.1666666666667;19;1900-01-01T14:23:10.000000000;T30;T6
2022/01/30;328.28333333333336;19;1900-01-01T14:23:10.000000000;T30;T6
2022/01/30;343.6166666666667;17;1900-01-01T14:23:10.000000000;T30;T6
2022/01/30;358.85;18;1900-01-01T14:23:10.000000000;T30;T6
2022/01/30;374.06666666666666;14;1900-01-01T14:23:10.000000000;T30;T6
2022/01/30;236.15;13;1900-01-01T14:38:48.000000000;T30;T6
2022/01/30;251.21666666666667;18;1900-01-01T14:38:48.000000000;T30;T6
2022/01/30;266.53333333333336;17;1900-01-01T14:38:48.000000000;T30;T6
2022/01/30;296.96666666666664;19;1900-01-01T14:38:48.000000000;T30;T6
2022/01/30;312.65;18;1900-01-01T14:38:48.000000000;T30;T6
2022/01/30;327.98333333333335;16;1900-01-01T14:38:48.000000000;T30;T6
2022/01/30;343.21666666666664;17;1900-01-01T14:38:48.000000000;T30;T6
2022/01/30;358.43333333333334;13;1900-01-01T14:38:48.000000000;T30;T6
2022/01/30;159.06666666666666;1;1900-01-01T15:25:28.000000000;T30;T6
2022/01/30;128.86666666666667;15;1900-01-01T15:40:22.000000000;T30;T6
2022/01/30;114.35;14;1900-01-01T15:54:53.000000000;T30;T6
2022/01/30;99.35;9;1900-01-01T16:09:53.000000000;T30;T6
2022/01/30;84.13333333333334;5;1900-01-01T16:25:06.000000000;T30;T6
2022/01/30;68.81666666666666;1;1900-01-01T16:40:25.000000000;T30;T6
2022/01/30;53.25;12;1900-01-01T16:55:59.000000000;T30;T6
2022/01/30;53.11666666666667;5;1900-01-01T17:11:25.000000000;T30;T6
2022/01/30;37.983333333333334;7;1900-01-01T17:41:48.000000000;T30;T6
2022/01/30;37.733333333333334;4;1900-01-01T17:57:13.000000000;T30;T6
2022/01/30;52.8;11;1900-01-01T17:57:13.000000000;T30;T6
2022/01/30;68.11666666666666;10;1900-01-01T17:57:13.000000000;T30;T6
2022/01/30;83.35;19;1900-01-01T17:57:13.000000000;T30;T6
2022/01/30;98.55;12;1900-01-01T17:57:13.000000000;T30;T6
2022/01/30;114.23333333333333;9;1900-01-01T17:57:13.000000000;T30;T6
2022/01/30;129.56666666666666;7;1900-01-01T17:57:13.000000000;T30;T6
2022/01/30;144.8;10;1900-01-01T17:57:13.000000000;T30;T6
2022/01/30;160.01666666666668;10;1900-01-01T17:57:13.000000000;T30;T6
2022/01/30;175.21666666666667;15;1900-01-01T17:57:13.000000000;T30;T6
2022/01/31;123.71666666666667;16;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;420.8833333333333;2;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;435.76666666666665;2;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;450.78333333333336;2;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;466.2;0;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;481.51666666666665;3;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;496.85;4;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;512.1333333333333;4;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;527.4166666666666;3;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;542.7166666666667;1;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;557.9833333333333;2;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;573.5666666666667;5;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;588.8166666666667;5;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;604.0666666666667;0;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;619.3833333333333;11;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;634.7833333333333;11;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;650.1833333333333;13;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;665.3833333333333;13;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;680.3;1;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;695.0666666666667;1;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;710.2833333333333;2;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;725.4666666666667;2;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;740.5666666666667;3;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;755.6666666666666;3;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;771.1666666666666;3;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;787.0833333333334;1;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;802.4833333333333;2;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;817.8333333333334;1;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;833.1333333333333;4;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;848.4333333333333;2;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;863.7;2;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;878.9166666666666;2;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;894.0833333333334;5;1900-01-01T06:01:57.000000000;T30;T6
2022/01/31;108.7;15;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;405.8666666666667;3;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;420.75;0;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;435.76666666666665;0;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;451.18333333333334;2;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;466.5;5;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;481.8333333333333;6;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;497.1166666666667;6;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;512.4;3;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;527.7;2;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;542.9666666666667;1;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;558.55;3;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;573.8;3;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;589.05;2;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;604.3666666666667;14;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;619.7666666666667;13;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;635.1666666666666;15;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;650.3666666666667;16;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;665.2833333333333;3;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;680.05;1;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;695.2666666666667;2;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;710.45;0;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;725.55;0;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;740.65;3;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;756.15;2;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;772.0666666666667;4;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;787.4666666666667;5;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;802.8166666666667;3;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;818.1166666666667;1;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;833.4166666666666;1;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;848.6833333333333;0;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;863.9;1;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;879.0666666666667;7;1900-01-01T06:16:58.000000000;T30;T6
2022/01/31;93.68333333333334;14;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;390.85;3;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;405.73333333333335;1;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;420.75;1;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;436.1666666666667;1;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;451.48333333333335;5;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;466.81666666666666;5;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;482.1;5;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;497.3833333333333;3;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;512.6833333333333;2;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;527.95;2;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;543.5333333333333;5;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;558.7833333333333;4;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;574.0333333333333;1;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;589.35;12;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;604.75;12;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;620.15;14;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;635.35;15;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;650.2666666666667;2;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;665.0333333333333;0;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;680.25;2;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;695.4333333333333;1;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;710.5333333333333;1;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;725.6333333333333;2;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;741.1333333333333;1;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;757.05;2;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;772.45;4;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;787.8;2;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;803.1;3;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;818.4;2;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;833.6666666666666;0;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;848.8833333333333;0;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;864.05;6;1900-01-01T06:31:59.000000000;T30;T6
2022/01/31;78.66666666666667;15;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;375.8333333333333;3;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;390.71666666666664;0;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;405.73333333333335;0;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;421.15;2;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;436.46666666666664;5;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;451.8;6;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;467.0833333333333;5;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;482.3666666666667;3;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;497.6666666666667;2;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;512.9333333333333;1;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;528.5166666666667;4;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;543.7666666666667;3;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;559.0166666666667;2;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;574.3333333333334;13;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;589.7333333333333;13;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;605.1333333333333;15;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;620.3333333333334;16;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;635.25;3;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;650.0166666666667;1;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;665.2333333333333;2;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;680.4166666666666;0;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;695.5166666666667;0;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;710.6166666666667;2;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;726.1166666666667;2;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;742.0333333333333;3;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;757.4333333333333;5;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;772.7833333333333;3;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;788.0833333333334;2;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;803.3833333333333;1;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;818.65;0;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;833.8666666666667;1;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;849.0333333333333;7;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;78.66666666666667;15;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;375.8333333333333;3;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;390.71666666666664;0;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;405.73333333333335;0;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;421.15;2;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;436.46666666666664;5;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;451.8;6;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;467.0833333333333;5;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;482.3666666666667;3;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;497.6666666666667;2;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;512.9333333333333;1;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;528.5166666666667;4;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;543.7666666666667;3;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;559.0166666666667;2;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;574.3333333333334;13;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;589.7333333333333;13;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;605.1333333333333;15;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;620.3333333333334;16;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;635.25;3;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;650.0166666666667;1;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;665.2333333333333;2;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;680.4166666666666;0;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;695.5166666666667;0;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;710.6166666666667;2;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;726.1166666666667;2;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;742.0333333333333;3;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;757.4333333333333;5;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;772.7833333333333;3;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;788.0833333333334;2;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;803.3833333333333;1;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;818.65;0;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;833.8666666666667;1;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;849.0333333333333;7;1900-01-01T06:47:00.000000000;T30;T6
2022/01/31;48.55;14;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;345.71666666666664;4;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;360.6;1;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;375.6166666666667;0;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;391.03333333333336;3;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;406.35;6;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;421.68333333333334;7;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;436.96666666666664;7;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;452.25;4;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;467.55;4;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;482.81666666666666;2;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;498.4;4;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;513.65;4;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;528.9;3;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;544.2166666666667;14;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;559.6166666666667;13;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;575.0166666666667;16;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;590.2166666666667;17;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;605.1333333333333;4;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;619.9;2;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;635.1166666666667;3;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;650.3;1;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;665.4;0;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;680.5;2;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;696.0;1;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;711.9166666666666;4;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;727.3166666666667;6;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;742.6666666666666;4;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;757.9666666666667;2;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;773.2666666666667;2;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;788.5333333333333;1;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;803.75;1;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;818.9166666666666;7;1900-01-01T07:17:07.000000000;T30;T6
2022/01/31;33.516666666666666;15;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;330.68333333333334;2;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;345.56666666666666;1;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;360.5833333333333;2;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;376.0;0;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;391.31666666666666;4;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;406.65;5;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;421.93333333333334;5;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;437.21666666666664;3;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;452.51666666666665;2;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;467.78333333333336;2;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;483.3666666666667;5;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;498.6166666666667;5;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;513.8666666666667;0;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;529.1833333333333;11;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;544.5833333333334;11;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;559.9833333333333;13;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;575.1833333333333;14;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;590.1;1;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;604.8666666666667;0;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;620.0833333333334;2;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;635.2666666666667;1;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;650.3666666666667;2;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;665.4666666666667;2;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;680.9666666666667;2;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;696.8833333333333;2;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;712.2833333333333;3;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;727.6333333333333;1;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;742.9333333333333;3;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;758.2333333333333;2;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;773.5;1;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;788.7166666666667;1;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;803.8833333333333;6;1900-01-01T07:32:09.000000000;T30;T6
2022/01/31;18.483333333333334;16;1900-01-01T07:47:11.000000000;T30;T6
2022/01/31;315.65;1;1900-01-01T07:47:11.000000000;T30;T6
2022/01/31;330.53333333333336;0;1900-01-01T07:47:11.000000000;T30;T6
2022/01/31;345.55;1;1900-01-01T07:47:11.000000000;T30;T6
2022/01/31;360.96666666666664;1;1900-01-01T07:47:11.000000000;T30;T6
2022/01/31;376.28333333333336;4;1900-01-01T07:47:11.000000000;T30;T6
2022/01/31;391.6166666666667;4;1900-01-01T07:47:11.000000000;T30;T6
2022/01/31;406.9;4;1900-01-01T07:47:11.000000000;T30;T6
2022/01/31;422.18333333333334;2;1900-01-01T07:47:11.000000000;T30;T6
2022/01/31;437.48333333333335;1;1900-01-01T07:47:11.000000000;T30;T6
2022/01/31;452.75;1;1900-01-01T07:47:11.000000000;T30;T6
2022/01/31;468.3333333333333;4;1900-01-01T07:47:11.000000000;T30;T6
2022/01/31;483.5833333333333;3;1900-01-01T07:47:11.000000000;T30;T6
2022/01/31;498.8333333333333;1;1900-01-01T07:47:11.000000000;T30;T6
2022/01/31;514.15;13;1900-01-01T07:47:11.000000000;T30;T6
2022/01/31;529.55;12;1900-01-01T07:47:11.000000000;T30;T6
2022/01/31;544.95;14;1900-01-01T07:47:11.000000000;T30;T6
2022/01/31;560.15;15;1900-01-01T07:47:11.000000000;T30;T6
2022/01/31;575.0666666666667;1;1900-01-01T07:47:11.000000000;T30;T6
2022/01/31;589.8333333333334;0;1900-01-01T07:47:11.000000000;T30;T6
2022/01/31;605.05;1;1900-01-01T07:47:11.000000000;T30;T6
2022/01/31;620.2333333333333;1;1900-01-01T07:47:11.000000000;T30;T6
