day;daydif;space distance;name one;name two
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;11;T30;T6
2022/01/30;2022/01/31;11;T30;T6
2022/01/30;2022/01/31;8;T30;T6
2022/01/30;2022/01/31;17;T30;T6
2022/01/30;2022/01/31;19;T30;T6
2022/01/30;2022/01/31;17;T30;T6
2022/01/30;2022/01/31;18;T30;T6
2022/01/30;2022/01/31;19;T30;T6
2022/01/30;2022/01/31;18;T30;T6
2022/01/30;2022/01/31;19;T30;T6
2022/01/30;2022/01/31;19;T30;T6
2022/01/30;2022/01/31;19;T30;T6
2022/01/30;2022/01/31;9;T30;T6
2022/01/30;2022/01/31;9;T30;T6
2022/01/30;2022/01/31;13;T30;T6
2022/01/30;2022/01/31;13;T30;T6
2022/01/30;2022/01/31;11;T30;T6
2022/01/30;2022/01/31;19;T30;T6
2022/01/30;2022/01/31;18;T30;T6
2022/01/30;2022/01/31;17;T30;T6
2022/01/30;2022/01/31;19;T30;T6
2022/01/30;2022/01/31;18;T30;T6
2022/01/30;2022/01/31;19;T30;T6
2022/01/30;2022/01/31;17;T30;T6
2022/01/30;2022/01/31;18;T30;T6
2022/01/30;2022/01/31;19;T30;T6
2022/01/30;2022/01/31;19;T30;T6
2022/01/30;2022/01/31;19;T30;T6
2022/01/30;2022/01/31;9;T30;T6
2022/01/30;2022/01/31;8;T30;T6
2022/01/30;2022/01/31;11;T30;T6
2022/01/30;2022/01/31;12;T30;T6
2022/01/30;2022/01/31;19;T30;T6
2022/01/30;2022/01/31;10;T30;T6
2022/01/30;2022/01/31;19;T30;T6
2022/01/30;2022/01/31;17;T30;T6
2022/01/30;2022/01/31;16;T30;T6
2022/01/30;2022/01/31;18;T30;T6
2022/01/30;2022/01/31;16;T30;T6
2022/01/30;2022/01/31;18;T30;T6
2022/01/30;2022/01/31;16;T30;T6
2022/01/30;2022/01/31;17;T30;T6
2022/01/30;2022/01/31;17;T30;T6
2022/01/30;2022/01/31;19;T30;T6
2022/01/30;2022/01/31;19;T30;T6
2022/01/30;2022/01/31;18;T30;T6
2022/01/30;2022/01/31;18;T30;T6
2022/01/30;2022/01/31;8;T30;T6
2022/01/30;2022/01/31;8;T30;T6
2022/01/30;2022/01/31;13;T30;T6
2022/01/30;2022/01/31;13;T30;T6
2022/01/30;2022/01/31;10;T30;T6
2022/01/30;2022/01/31;18;T30;T6
2022/01/30;2022/01/31;15;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;7;T30;T6
2022/01/30;2022/01/31;7;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;8;T30;T6
2022/01/30;2022/01/31;11;T30;T6
2022/01/30;2022/01/31;10;T30;T6
2022/01/30;2022/01/31;9;T30;T6
2022/01/30;2022/01/31;10;T30;T6
2022/01/30;2022/01/31;10;T30;T6
2022/01/30;2022/01/31;8;T30;T6
2022/01/30;2022/01/31;12;T30;T6
2022/01/30;2022/01/31;13;T30;T6
2022/01/30;2022/01/31;10;T30;T6
2022/01/30;2022/01/31;12;T30;T6
2022/01/30;2022/01/31;11;T30;T6
2022/01/30;2022/01/31;11;T30;T6
2022/01/30;2022/01/31;12;T30;T6
2022/01/30;2022/01/31;12;T30;T6
2022/01/30;2022/01/31;8;T30;T6
2022/01/30;2022/01/31;7;T30;T6
2022/01/30;2022/01/31;14;T30;T6
2022/01/30;2022/01/31;17;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;14;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;7;T30;T6
2022/01/30;2022/01/31;7;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;10;T30;T6
2022/01/30;2022/01/31;10;T30;T6
2022/01/30;2022/01/31;12;T30;T6
2022/01/30;2022/01/31;13;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;15;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;0;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;0;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;14;T30;T6
2022/01/30;2022/01/31;13;T30;T6
2022/01/30;2022/01/31;15;T30;T6
2022/01/30;2022/01/31;16;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;0;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;0;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;7;T30;T6
2022/01/30;2022/01/31;14;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;12;T30;T6
2022/01/30;2022/01/31;12;T30;T6
2022/01/30;2022/01/31;14;T30;T6
2022/01/30;2022/01/31;15;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;0;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;0;T30;T6
2022/01/30;2022/01/31;0;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;14;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;10;T30;T6
2022/01/30;2022/01/31;10;T30;T6
2022/01/30;2022/01/31;12;T30;T6
2022/01/30;2022/01/31;13;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;15;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;0;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;0;T30;T6
2022/01/30;2022/01/31;11;T30;T6
2022/01/30;2022/01/31;10;T30;T6
2022/01/30;2022/01/31;12;T30;T6
2022/01/30;2022/01/31;13;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;16;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;8;T30;T6
2022/01/30;2022/01/31;8;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;8;T30;T6
2022/01/30;2022/01/31;7;T30;T6
2022/01/30;2022/01/31;9;T30;T6
2022/01/30;2022/01/31;11;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;7;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;16;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;7;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;9;T30;T6
2022/01/30;2022/01/31;9;T30;T6
2022/01/30;2022/01/31;11;T30;T6
2022/01/30;2022/01/31;12;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;0;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;0;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;16;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;15;T30;T6
2022/01/30;2022/01/31;14;T30;T6
2022/01/30;2022/01/31;17;T30;T6
2022/01/30;2022/01/31;17;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;0;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;9;T30;T6
2022/01/30;2022/01/31;14;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;0;T30;T6
2022/01/30;2022/01/31;11;T30;T6
2022/01/30;2022/01/31;10;T30;T6
2022/01/30;2022/01/31;13;T30;T6
2022/01/30;2022/01/31;14;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;15;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;0;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;0;T30;T6
2022/01/30;2022/01/31;12;T30;T6
2022/01/30;2022/01/31;11;T30;T6
2022/01/30;2022/01/31;14;T30;T6
2022/01/30;2022/01/31;14;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;0;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;16;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;15;T30;T6
2022/01/30;2022/01/31;14;T30;T6
2022/01/30;2022/01/31;17;T30;T6
2022/01/30;2022/01/31;17;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;6;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;0;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;9;T30;T6
2022/01/30;2022/01/31;14;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;4;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/31;0;T30;T6
2022/01/30;2022/01/31;11;T30;T6
2022/01/30;2022/01/31;11;T30;T6
2022/01/30;2022/01/31;13;T30;T6
2022/01/30;2022/01/31;14;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;3;T30;T6
2022/01/30;2022/01/31;2;T30;T6
2022/01/30;2022/01/31;1;T30;T6
2022/01/30;2022/01/31;0;T30;T6
2022/01/30;2022/01/31;5;T30;T6
2022/01/30;2022/01/29;18;T30;T6
2022/01/30;2022/01/29;5;T30;T6
2022/01/30;2022/01/29;4;T30;T6
2022/01/30;2022/01/29;3;T30;T6
2022/01/30;2022/01/29;2;T30;T6
2022/01/30;2022/01/29;4;T30;T6
2022/01/30;2022/01/29;6;T30;T6
2022/01/30;2022/01/29;17;T30;T6
2022/01/30;2022/01/29;14;T30;T6
2022/01/30;2022/01/29;4;T30;T6
2022/01/30;2022/01/29;6;T30;T6
2022/01/30;2022/01/29;3;T30;T6
2022/01/30;2022/01/29;3;T30;T6
2022/01/30;2022/01/29;2;T30;T6
2022/01/30;2022/01/29;1;T30;T6
2022/01/30;2022/01/29;2;T30;T6
2022/01/30;2022/01/29;7;T30;T6
2022/01/30;2022/01/29;19;T30;T6
2022/01/30;2022/01/29;15;T30;T6
2022/01/30;2022/01/29;2;T30;T6
2022/01/30;2022/01/29;4;T30;T6
2022/01/30;2022/01/29;3;T30;T6
2022/01/30;2022/01/29;2;T30;T6
2022/01/30;2022/01/29;2;T30;T6
2022/01/30;2022/01/29;3;T30;T6
2022/01/30;2022/01/29;3;T30;T6
2022/01/30;2022/01/29;2;T30;T6
2022/01/30;2022/01/29;18;T30;T6
2022/01/30;2022/01/29;18;T30;T6
2022/01/30;2022/01/29;3;T30;T6
2022/01/30;2022/01/29;5;T30;T6
2022/01/30;2022/01/29;7;T30;T6
2022/01/30;2022/01/29;7;T30;T6
2022/01/30;2022/01/29;7;T30;T6
2022/01/30;2022/01/29;9;T30;T6
2022/01/30;2022/01/29;7;T30;T6
2022/01/30;2022/01/29;7;T30;T6
2022/01/30;2022/01/29;8;T30;T6
2022/01/30;2022/01/29;7;T30;T6
2022/01/30;2022/01/29;10;T30;T6
2022/01/30;2022/01/29;9;T30;T6
2022/01/30;2022/01/29;9;T30;T6
2022/01/30;2022/01/29;11;T30;T6
2022/01/30;2022/01/29;10;T30;T6
2022/01/30;2022/01/29;7;T30;T6
2022/01/30;2022/01/29;11;T30;T6
2022/01/30;2022/01/29;10;T30;T6
2022/01/30;2022/01/29;19;T30;T6
2022/01/30;2022/01/29;6;T30;T6
2022/01/30;2022/01/29;4;T30;T6
2022/01/30;2022/01/29;3;T30;T6
2022/01/30;2022/01/29;3;T30;T6
2022/01/30;2022/01/29;5;T30;T6
2022/01/30;2022/01/29;4;T30;T6
2022/01/30;2022/01/29;15;T30;T6
2022/01/30;2022/01/29;15;T30;T6
2022/01/30;2022/01/29;5;T30;T6
2022/01/30;2022/01/29;7;T30;T6
2022/01/30;2022/01/29;16;T30;T6
2022/01/30;2022/02/01;0;T30;T6
2022/01/30;2022/02/01;1;T30;T6
2022/01/30;2022/02/01;1;T30;T6
2022/01/30;2022/02/01;3;T30;T6
2022/01/30;2022/02/01;2;T30;T6
2022/01/30;2022/02/01;2;T30;T6
2022/01/30;2022/02/01;16;T30;T6
2022/01/30;2022/02/01;13;T30;T6
2022/01/30;2022/02/01;13;T30;T6
2022/01/30;2022/02/01;0;T30;T6
2022/01/30;2022/02/01;1;T30;T6
2022/01/30;2022/02/01;2;T30;T6
2022/01/30;2022/02/01;2;T30;T6
2022/01/30;2022/02/01;2;T30;T6
2022/01/30;2022/02/01;2;T30;T6
2022/01/30;2022/02/01;16;T30;T6
2022/01/30;2022/02/01;14;T30;T6
2022/01/30;2022/02/01;14;T30;T6
2022/01/30;2022/02/01;0;T30;T6
2022/01/30;2022/02/01;0;T30;T6
2022/01/30;2022/02/01;1;T30;T6
2022/01/30;2022/02/01;4;T30;T6
2022/01/30;2022/02/01;2;T30;T6
2022/01/30;2022/02/01;2;T30;T6
2022/01/30;2022/02/01;14;T30;T6
2022/01/30;2022/02/01;12;T30;T6
2022/01/30;2022/02/01;13;T30;T6
2022/01/30;2022/02/01;2;T30;T6
2022/01/30;2022/02/01;1;T30;T6
2022/01/30;2022/02/01;2;T30;T6
2022/01/30;2022/02/01;6;T30;T6
2022/01/30;2022/02/01;2;T30;T6
2022/01/30;2022/02/01;4;T30;T6
2022/01/30;2022/02/01;13;T30;T6
2022/01/30;2022/02/01;11;T30;T6
2022/01/30;2022/02/01;12;T30;T6
2022/01/30;2022/02/01;1;T30;T6
2022/01/30;2022/02/01;0;T30;T6
2022/01/30;2022/02/01;1;T30;T6
2022/01/30;2022/02/01;5;T30;T6
2022/01/30;2022/02/01;1;T30;T6
2022/01/30;2022/02/01;3;T30;T6
2022/01/30;2022/02/01;14;T30;T6
2022/01/30;2022/02/01;12;T30;T6
2022/01/30;2022/02/01;13;T30;T6
2022/01/30;2022/02/01;4;T30;T6
2022/01/30;2022/02/01;4;T30;T6
2022/01/30;2022/02/01;5;T30;T6
2022/01/30;2022/02/01;7;T30;T6
2022/01/30;2022/02/01;2;T30;T6
2022/01/30;2022/02/01;3;T30;T6
2022/01/30;2022/02/01;12;T30;T6
2022/01/30;2022/02/01;15;T30;T6
2022/01/30;2022/02/01;16;T30;T6
2022/01/30;2022/02/01;2;T30;T6
2022/01/30;2022/02/01;2;T30;T6
2022/01/30;2022/02/01;3;T30;T6
2022/01/30;2022/02/01;5;T30;T6
2022/01/30;2022/02/01;0;T30;T6
2022/01/30;2022/02/01;1;T30;T6
2022/01/30;2022/02/01;14;T30;T6
2022/01/30;2022/02/01;14;T30;T6
2022/01/30;2022/02/01;15;T30;T6
2022/01/30;2022/02/01;2;T30;T6
2022/01/30;2022/02/01;2;T30;T6
2022/01/30;2022/02/01;3;T30;T6
2022/01/30;2022/02/01;5;T30;T6
2022/01/30;2022/02/01;0;T30;T6
2022/01/30;2022/02/01;1;T30;T6
2022/01/30;2022/02/01;14;T30;T6
2022/01/30;2022/02/01;14;T30;T6
2022/01/30;2022/02/01;15;T30;T6
2022/01/30;2022/02/01;1;T30;T6
2022/01/30;2022/02/01;0;T30;T6
2022/01/30;2022/02/01;0;T30;T6
2022/01/30;2022/02/01;4;T30;T6
2022/01/30;2022/02/01;2;T30;T6
2022/01/30;2022/02/01;3;T30;T6
2022/01/30;2022/02/01;14;T30;T6
2022/01/30;2022/02/01;12;T30;T6
2022/01/30;2022/02/01;13;T30;T6
2022/01/30;2022/02/01;0;T30;T6
2022/01/30;2022/02/01;0;T30;T6
2022/01/30;2022/02/01;1;T30;T6
2022/01/30;2022/02/01;4;T30;T6
2022/01/30;2022/02/01;2;T30;T6
2022/01/30;2022/02/01;2;T30;T6
2022/01/30;2022/02/01;15;T30;T6
2022/01/30;2022/02/01;13;T30;T6
2022/01/30;2022/02/01;13;T30;T6
2022/01/30;2022/02/01;1;T30;T6
2022/01/30;2022/02/01;2;T30;T6
2022/01/30;2022/02/01;3;T30;T6
2022/01/30;2022/02/01;3;T30;T6
2022/01/30;2022/02/01;1;T30;T6
2022/01/30;2022/02/01;0;T30;T6
2022/01/30;2022/02/01;15;T30;T6
2022/01/30;2022/02/01;14;T30;T6
2022/01/30;2022/02/01;15;T30;T6
2022/01/30;2022/02/01;3;T30;T6
2022/01/30;2022/02/01;4;T30;T6
