lat;lon;date;timeGMT;tempIMU;Metodología;sexo;tempmax(C);tempmin(C);tempmed(C);Temproc�omediadiaria(C);Humedadrelativadiaria(%);vientodir;viento(km/h)vel;Presionsobreniveldelmar(Hp);Prec(mm);NubesTotOct;NubbajOct;Vis(km)
-40.585168;-65.001612;29/9/2021;1742;41.29;tortug�metro;hembra;23.3;9.0;16.1;-0.1;29.8;NNW;28.2;1014.0;0.0;2.5;1.2;30.0
-40.585168;-65.001628;29/9/2021;1752;38.05;tortug�metro;hembra;23.3;9.0;16.1;-0.1;29.8;NNW;28.2;1014.0;0.0;2.5;1.2;30.0
-40.585179;-65.001637;29/9/2021;1803;40.4;tortug�metro;hembra;23.3;9.0;16.1;0.9;31.8;N;29.7;1013.4;0.0;2.8;1.4;30.0
-40.585199;-65.001625;29/9/2021;1812;36.75;tortug�metro;hembra;23.3;9.0;16.1;0.9;31.8;N;29.7;1013.4;0.0;2.8;1.4;30.0
-40.5852;-65.001619;29/9/2021;1822;40.01;tortug�metro;hembra;23.3;9.0;16.1;0.9;31.8;N;29.7;1013.4;0.0;2.8;1.4;30.0
-40.585233;-65.001638;29/9/2021;1832;39.95;tortug�metro;hembra;23.3;9.0;16.1;0.9;31.8;N;29.7;1013.4;0.0;2.8;1.4;30.0
-40.585245;-65.001617;29/9/2021;1842;36.86;tortug�metro;hembra;23.3;9.0;16.1;0.9;31.8;N;29.7;1013.4;0.0;2.8;1.4;30.0
-40.585258;-65.001511;29/9/2021;1852;35.54;tortug�metro;hembra;23.3;9.0;16.1;0.9;31.8;N;29.7;1013.4;0.0;2.8;1.4;30.0
-40.585273;-65.001484;29/9/2021;1902;34.17;tortug�metro;hembra;23.3;9.0;16.1;1.9;34.2;N;30.6;1012.9;0.0;2.9;1.5;30.0
-40.585284;-65.001478;29/9/2021;1913;32.29;tortug�metro;hembra;23.3;9.0;16.1;1.9;34.2;N;30.6;1012.9;0.0;2.9;1.5;30.0
-40.585291;-65.001459;29/9/2021;1923;30.82;tortug�metro;hembra;23.3;9.0;16.1;1.9;34.2;N;30.6;1012.9;0.0;2.9;1.5;30.0
-40.585301;-65.001459;29/9/2021;1933;29.59;tortug�metro;hembra;23.3;9.0;16.1;1.9;34.2;N;30.6;1012.9;0.0;2.9;1.5;30.0
-40.585292;-65.001478;29/9/2021;1943;27.83;tortug�metro;hembra;23.3;9.0;16.1;1.9;34.2;N;30.6;1012.9;0.0;2.9;1.5;30.0
-40.58529;-65.001472;29/9/2021;1953;26.57;tortug�metro;hembra;23.3;9.0;16.1;1.9;34.2;N;30.6;1012.9;0.0;2.9;1.5;30.0
-40.585299;-65.00147;29/9/2021;2003;26.23;tortug�metro;hembra;3.3;9.0;16.1;3.2;37.0;N;32.5;1012.4;0.0;3.1;1.7;30.0
-40.585309;-65.001474;29/9/2021;2013;25.56;tortug�metro;hembra;3.3;9.0;16.1;3.2;37.0;N;32.5;1012.4;0.0;3.1;1.7;30.0
-40.585301;-65.001469;29/9/2021;2023;25.08;tortug�metro;hembra;3.3;9.0;16.1;3.2;37.0;N;32.5;1012.4;0.0;3.1;1.7;30.0
-40.585311;-65.001479;29/9/2021;2033;25.79;tortug�metro;hembra;3.3;9.0;16.1;3.2;37.0;N;32.5;1012.4;0.0;3.1;1.7;30.0
-40.585315;-65.001473;29/9/2021;2043;25.64;tortug�metro;hembra;3.3;9.0;16.1;3.2;37.0;N;32.5;1012.4;0.0;3.1;1.7;30.0
-40.585313;-65.001471;29/9/2021;2053;25.6;tortug�metro;hembra;3.3;9.0;16.1;3.2;37.0;N;32.5;1012.4;0.0;3.1;1.7;30.0
-40.585324;-65.001474;29/9/2021;2103;25.01;tortug�metro;hembra;23.3;9.0;16.1;4.7;40.1;N;34.1;1011.9;0.0;3.2;1.7;30.0
-40.585324;-65.001477;29/9/2021;2113;24.51;tortug�metro;hembra;23.3;9.0;16.1;4.7;40.1;N;34.1;1011.9;0.0;3.2;1.7;30.0
-40.58533;-65.001481;29/9/2021;2123;24.07;tortug�metro;hembra;23.3;9.0;16.1;4.7;40.1;N;34.1;1011.9;0.0;3.2;1.7;30.0
-40.585317;-65.001456;29/9/2021;2134;23.57;tortug�metro;hembra;23.3;9.0;16.1;4.7;40.1;N;34.1;1011.9;0.0;3.2;1.7;30.0
-40.585296;-65.001473;29/9/2021;2143;23.14;tortug�metro;hembra;23.3;9.0;16.1;4.7;40.1;N;34.1;1011.9;0.0;3.2;1.7;30.0
-40.585276;-65.001486;29/9/2021;2153;22.41;tortug�metro;hembra;23.3;9.0;16.1;4.7;40.1;N;34.1;1011.9;0.0;3.2;1.7;30.0
-40.585291;-65.001475;29/9/2021;2203;21.87;tortug�metro;hembra;22.8;10.4;14.3;6.3;43.6;N;36.2;1011.6;0.0;3.3;1.7;30.0
