lat;lon;date;timeGMT;tempIMU;Metodología;sexo;tempmax(C);tempmin(C);tempmed(C);Temprocíomediadiaria(C);Humedadrelativadiaria(%);vientodir;viento(km/h)vel;Presionsobreniveldelmar(Hp);Prec(mm);NubesTotOct;NubbajOct;Vis(km)
-40.582971;-64.999026;21/1/2022;1210;25.4;tortugometro;hembra;24.4;10.5;17.4;19.6;89;NNE;22.4;1012.7;21;6.4;3.9;23.5
-40.582973;-64.999021;21/1/2022;1220;25.04;tortugometro;hembra;24.4;10.5;17.4;19.6;89;NNE;22.4;1012.7;21;6.4;3.9;23.5
-40.58297;-64.999037;21/1/2022;1230;27.54;tortugometro;hembra;24.4;10.5;17.4;19.6;89;NNE;22.4;1012.7;21;6.4;3.9;23.5
-40.582968;-64.999024;21/1/2022;1240;29.77;tortugometro;hembra;24.4;10.5;17.4;19.6;89;NNE;22.4;1012.7;21;6.4;3.9;23.5
-40.582988;-64.999039;21/1/2022;1250;31.61;tortugometro;hembra;24.4;10.5;17.4;19.6;89;NNE;22.4;1012.7;21;6.4;3.9;23.5
-40.582968;-64.999022;21/1/2022;1300;32.76;tortugometro;hembra;24.4;10.5;17.4;18.7;84.7;N;23.2;1012.3;20.5;5.8;3.9;25.2
-40.582989;-64.999015;21/1/2022;1311;35;tortugometro;hembra;24.4;10.5;17.4;18.7;84.7;N;23.2;1012.3;20.5;5.8;3.9;25.2
-40.582982;-64.999016;21/1/2022;1320;35.46;tortugometro;hembra;24.4;10.5;17.4;18.7;84.7;N;23.2;1012.3;20.5;5.8;3.9;25.2
-40.582973;-64.999013;21/1/2022;1330;36.93;tortugometro;hembra;24.4;10.5;17.4;18.7;84.7;N;23.2;1012.3;20.5;5.8;3.9;25.2
-40.58297;-64.999015;21/1/2022;1341;38.85;tortugometro;hembra;24.4;10.5;17.4;18.7;84.7;N;23.2;1012.3;20.5;5.8;3.9;25.2
-40.582969;-64.999014;21/1/2022;1351;40.53;tortugometro;hembra;24.4;10.5;17.4;18.7;84.7;N;23.2;1012.3;20.5;5.8;3.9;25.2
-40.582976;-64.999005;21/1/2022;1401;43.24;tortugometro;hembra;24.4;10.5;17.4;17.6;79.7;N;23.9;1012;20.5;5.2;3.9;"26.9 	"
-40.582976;-64.99901;21/1/2022;1411;45.67;tortugometro;hembra;24.4;10.5;17.4;17.6;79.7;N;23.9;1012;20.5;5.2;3.9;26.9
-40.582971;-64.999096;21/1/2022;1421;47.98;tortugometro;hembra;24.4;10.5;17.4;17.6;79.7;N;23.9;1012;20.5;5.2;3.9;26.9
-40.58287;-64.999259;21/1/2022;1431;46.73;tortugometro;hembra;24.4;10.5;17.4;17.6;79.7;N;23.9;1012;20.5;5.2;3.9;26.9
-40.582922;-64.999313;21/1/2022;1441;45.33;tortugometro;hembra;24.4;10.5;17.4;17.6;79.7;N;23.9;1012;20.5;5.2;3.9;26.9
-40.582976;-64.999319;21/1/2022;1451;52.58;tortugometro;hembra;24.4;10.5;17.4;17.6;79.7;N;23.9;1012;20.5;5.2;3.9;26.9
-40.583009;-64.999399;21/1/2022;1501;50.32;tortugometro;hembra;24.4;10.5;17.4;16.6;75;N;24.1;1011.6;20.5;4.6;3.9;"27.7 	"
-40.582994;-64.999395;21/1/2022;1512;49.45;tortugometro;hembra;24.4;10.5;17.4;16.6;75;N;24.1;1011.6;20.5;4.6;3.9;27.7
-40.582992;-64.999391;21/1/2022;1524;39.76;tortugometro;hembra;24.4;10.5;17.4;16.6;75;N;24.1;1011.6;20.5;4.6;3.9;27.7
-40.582984;-64.99939;21/1/2022;1532;37.1;tortugometro;hembra;24.4;10.5;17.4;16.6;75;N;24.1;1011.6;20.5;4.6;3.9;27.7
-40.582995;-64.999404;21/1/2022;1543;34.07;tortugometro;hembra;24.4;10.5;17.4;16.6;75;N;24.1;1011.6;20.5;4.6;3.9;27.7
-40.583012;-64.999414;21/1/2022;1554;33.21;tortugometro;hembra;24.4;10.5;17.4;16.6;75;N;24.1;1011.6;20.5;4.6;3.9;27.7
-40.583016;-64.999422;21/1/2022;1602;31.56;tortugometro;hembra;24.4;10.5;17.4;15.5;70.6;NNW;22;1011.4;20.5;4.1;3.9;"28.5 	"
-40.583024;-64.999411;21/1/2022;1612;31.14;tortugometro;hembra;24.4;10.5;17.4;15.5;70.6;NNW;22;1011.4;20.5;4.1;3.9;28.5
-40.583005;-64.999413;21/1/2022;1623;31.43;tortugometro;hembra;24.4;10.5;17.4;15.5;70.6;NNW;22;1011.4;20.5;4.1;3.9;28.5
-40.58301;-64.999391;21/1/2022;1633;31.99;tortugometro;hembra;24.4;10.5;17.4;15.5;70.6;NNW;22;1011.4;20.5;4.1;3.9;28.5
-40.583006;-64.999401;21/1/2022;1643;33.45;tortugometro;hembra;24.4;10.5;17.4;15.5;70.6;NNW;22;1011.4;20.5;4.1;3.9;28.5
-40.583006;-64.999396;21/1/2022;1653;36.19;tortugometro;hembra;24.4;10.5;17.4;15.5;70.6;NNW;22;1011.4;20.5;4.1;3.9;28.5
-40.582998;-64.999392;21/1/2022;1703;39.5;tortugometro;hembra;24.4;10.5;17.4;14.4;66.3;NW;20.7;1011.2;20.5;3.5;3.9;28.5
-40.582997;-64.999431;21/1/2022;1713;35.46;tortugometro;hembra;24.4;10.5;17.4;14.4;66.3;NW;20.7;1011.2;20.5;3.5;3.9;28.5
-40.583008;-64.999397;21/1/2022;1723;37.29;tortugometro;hembra;24.4;10.5;17.4;14.4;66.3;NW;20.7;1011.2;20.5;3.5;3.9;28.5
-40.583021;-64.999404;21/1/2022;1734;53.31;tortugometro;hembra;24.4;10.5;17.4;14.4;66.3;NW;20.7;1011.2;20.5;3.5;3.9;28.5
-40.58303;-64.999401;21/1/2022;1744;42.77;tortugometro;hembra;24.4;10.5;17.4;14.4;66.3;NW;20.7;1011.2;20.5;3.5;3.9;28.5
-40.583045;-64.999405;21/1/2022;1753;37.18;tortugometro;hembra;24.4;10.5;17.4;14.4;66.3;NW;20.7;1011.2;20.5;3.5;3.9;28.5
-40.583042;-64.999402;21/1/2022;1803;34.87;tortugometro;hembra;24.4;10.5;17.4;13.3;61.6;NW;20.4;1011;20;2.9;3.7;"29.2 	"
-40.583039;-64.999407;21/1/2022;1814;33.81;tortugometro;hembra;24.4;10.5;17.4;13.3;61.6;NW;20.4;1011;20;2.9;3.7;29.2
-40.583062;-64.999403;21/1/2022;1824;32.61;tortugometro;hembra;24.4;10.5;17.4;13.3;61.6;NW;20.4;1011;20;2.9;3.7;29.2
-40.583053;-64.999398;21/1/2022;1834;31.99;tortugometro;hembra;24.4;10.5;17.4;13.3;61.6;NW;20.4;1011;20;2.9;3.7;29.2
-40.583068;-64.999397;21/1/2022;1844;31.56;tortugometro;hembra;24.4;10.5;17.4;13.3;61.6;NW;20.4;1011;20;2.9;3.7;29.2
-40.583079;-64.999403;21/1/2022;1854;31.6;tortugometro;hembra;24.4;10.5;17.4;13.3;61.6;NW;20.4;1011;20;2.9;3.7;29.2
-40.583063;-64.99939;21/1/2022;1904;31.48;tortugometro;hembra;24.4;10.5;17.4;12.1;57.7;WNW;19.8;1010.9;20;2.3;3.4;29.2
-40.583045;-64.999395;21/1/2022;1914;31.32;tortugometro;hembra;24.4;10.5;17.4;12.1;57.7;WNW;19.8;1010.9;20;2.3;3.4;29.2
-40.583037;-64.999369;21/1/2022;1925;31.39;tortugometro;hembra;24.4;10.5;17.4;12.1;57.7;WNW;19.8;1010.9;20;2.3;3.4;29.2
-40.583052;-64.999355;21/1/2022;1934;38.67;tortugometro;hembra;24.4;10.5;17.4;12.1;57.7;WNW;19.8;1010.9;20;2.3;3.4;29.2
-40.583057;-64.999341;21/1/2022;1945;52.4;tortugometro;hembra;24.4;10.5;17.4;12.1;57.7;WNW;19.8;1010.9;20;2.3;3.4;29.2
-40.583013;-64.999387;21/1/2022;1955;55.75;tortugometro;hembra;24.4;10.5;17.4;12.1;57.7;WNW;19.8;1010.9;20;2.3;3.4;29.2
-40.583001;-64.999338;21/1/2022;2005;47.02;tortugometro;hembra;27;10.5;17.4;10.9;52.4;W;18.2;1010.7;20;1.7;3;30
-40.583001;-64.999328;21/1/2022;2015;40.13;tortugometro;hembra;27;10.5;17.4;10.9;52.4;W;18.2;1010.7;20;1.7;3;30
-40.583004;-64.999296;21/1/2022;2025;45.8;tortugometro;hembra;27;10.5;17.4;10.9;52.4;W;18.2;1010.7;20;1.7;3;30
-40.583029;-64.999275;21/1/2022;2035;44.14;tortugometro;hembra;27;10.5;17.4;10.9;52.4;W;18.2;1010.7;20;1.7;3;30
-40.583023;-64.999294;21/1/2022;2045;39.6;tortugometro;hembra;27;10.5;17.4;10.9;52.4;W;18.2;1010.7;20;1.7;3;30
-40.582991;-64.999249;21/1/2022;2055;40.68;tortugometro;hembra;27;10.5;17.4;10.9;52.4;W;18.2;1010.7;20;1.7;3;30
-40.583002;-64.999259;21/1/2022;2105;39.8;tortugometro;hembra;28;10.5;17.4;9.7;47.2;W;19;1010.6;20;1.2;2.7;"30.0 	"
-40.58303;-64.999258;21/1/2022;2116;36.03;tortugometro;hembra;28;10.5;17.4;9.7;47.2;W;19;1010.6;20;1.2;2.7;30
