lat;lon;date;timeGMT;tempIMU;metodologia;sexo;tempmax(C);tempmin(C);tempmed(C);TemprocÃ­omediadiaria(C);Humedadrelativadiaria(%);vientodir;viento(km/h)vel;Presionsobreniveldelmar(Hp);Prec(mm);NubesTotOct;NubbajOct;Vis(km)
-40.584146;-64.997857;10/1/2021;1439;35.79;tortugómetro;macho;35;16.1;25.6;-0.2;14.8;NW;29.9;1003.5;0;3.2;0;30
-40.584135;-64.997869;10/1/2021;1449;32.88;tortugómetro;macho;35;16.1;25.6;-0.2;14.8;NW;29.9;1003.5;0;3.2;0;30
-40.584151;-64.997864;10/1/2021;1459;32.09;tortugómetro;macho;35;16.1;25.6;-0.2;14.8;NW;29.9;1003.5;0;3.2;0;30
-40.584156;-64.997871;10/1/2021;1510;32.16;tortugómetro;macho;35;16.1;25.6;-0.2;14.9;NW;32.1;1003.5;0;3.5;0;30
-40.58416;-64.997869;10/1/2021;1520;32.38;tortugómetro;macho;35;16.1;25.6;-0.2;14.9;NW;32.1;1003.5;0;3.5;0;30
-40.58421;-64.997887;10/1/2021;1530;33.06;tortugómetro;macho;35;16.1;25.6;-0.2;14.9;NW;32.1;1003.5;0;3.5;0;30
-40.584164;-64.997861;10/1/2021;1540;33.49;tortugómetro;macho;35;16.1;25.6;-0.2;14.9;NW;32.1;1003.5;0;3.5;0;30
-40.584159;-64.997845;10/1/2021;1550;33.15;tortugómetro;macho;35;16.1;25.6;-0.2;14.9;NW;32.1;1003.5;0;3.5;0;30
-40.584178;-64.997855;10/1/2021;1600;33.48;tortugómetro;macho;35;16.1;25.6;-0.2;14.9;NW;32.8;1003.5;0;3.6;0;30
-40.584174;-64.997849;10/1/2021;1610;33.74;tortugómetro;macho;35;16.1;25.6;-0.2;14.9;NW;32.8;1003.5;0;3.6;0;30
-40.584172;-64.99786;10/1/2021;1620;34.59;tortugómetro;macho;35;16.1;25.6;-0.2;14.9;NW;32.8;1003.5;0;3.6;0;30
-40.584179;-64.997872;10/1/2021;1630;35.7;tortugómetro;macho;35;16.1;25.6;-0.2;14.9;NW;32.8;1003.5;0;3.6;0;30
-40.584174;-64.997871;10/1/2021;1640;35.41;tortugómetro;macho;35;16.1;25.6;-0.2;14.9;NW;32.8;1003.5;0;3.6;0;30
-40.584165;-64.997861;10/1/2021;1650;34.14;tortugómetro;macho;35;16.1;25.6;-0.2;14.9;NW;32.8;1003.5;0;3.6;0;30
-40.58419;-64.9979;10/1/2021;1700;34.01;tortugómetro;macho;35;16.1;25.6;-0.5;14.9;NW;33.5;1003.5;0;3.7;0.1;30
-40.584142;-64.997837;10/1/2021;1710;34.87;tortugómetro;macho;35;16.1;25.6;-0.5;14.9;NW;33.5;1003.5;0;3.7;0.1;30
-40.584148;-64.997829;10/1/2021;1720;35.96;tortugómetro;macho;35;16.1;25.6;-0.5;14.9;NW;33.5;1003.5;0;3.7;0.1;30
-40.584159;-64.997836;10/1/2021;1730;36.26;tortugómetro;macho;35;16.1;25.6;-0.5;14.9;NW;33.5;1003.5;0;3.7;0.1;30
