lat;lon;date;timeGMT;tempIMU;metodologia;sexo;tempmax(C);tempmin(C);tempmed(C);TemprocÃ­omediadiaria(C);Humedadrelativadiaria(%);vientodir;viento(km/h)vel;Presionsobreniveldelmar(Hp);Prec(mm);NubesTotOct;NubbajOct;Vis(km)
-40.584182;-64.997853;10/1/2021;1740;35.97;tortugómetro;macho;35;16.1;25.6;-0.5;14.9;NW;33.5;1003.5;0;3.7;0.1;30
-40.584168;-64.997862;10/1/2021;1751;35.38;tortugómetro;macho;35;16.1;25.6;-0.5;14.9;NW;33.5;1003.5;0;3.7;0.1;30
-40.584171;-64.997875;10/1/2021;1800;35.37;tortugómetro;macho;35;16.1;25.6;-0.8;14.6;NW;33.9;1003.5;0;3.8;0.2;30
-40.584154;-64.997838;10/1/2021;1810;35.35;tortugómetro;macho;35;16.1;25.6;-0.8;14.6;NW;33.9;1003.5;0;3.8;0.2;30
-40.584172;-64.997851;10/1/2021;1820;35.02;tortugómetro;macho;35;16.1;25.6;-0.8;14.6;NW;33.9;1003.5;0;3.8;0.2;30
-40.584176;-64.997844;10/1/2021;1830;35.09;tortugómetro;macho;35;16.1;25.6;-0.8;14.6;NW;33.9;1003.5;0;3.8;0.2;30
-40.584168;-64.997851;10/1/2021;1840;35.29;tortugómetro;macho;35;16.1;25.6;-0.8;14.6;NW;33.9;1003.5;0;3.8;0.2;30
-40.584134;-64.998065;10/1/2021;1850;47.36;tortugómetro;macho;35;16.1;25.6;-0.8;14.6;NW;33.9;1003.5;0;3.8;0.2;30
-40.584118;-64.998067;10/1/2021;1901;42.5;tortugómetro;macho;35;16.1;25.6;-0.9;14.5;WNW;34.4;1003.5;0;3.8;0.4;30
-40.584114;-64.997878;10/1/2021;1911;38.51;tortugómetro;macho;35;16.1;25.6;-0.9;14.5;WNW;34.4;1003.5;0;3.8;0.4;30
-40.58412;-64.998077;10/1/2021;1921;37.17;tortugómetro;macho;35;16.1;25.6;-0.9;14.5;WNW;34.4;1003.5;0;3.8;0.4;30
-40.584123;-64.998081;10/1/2021;1931;36.81;tortugómetro;macho;35;16.1;25.6;-0.9;14.5;WNW;34.4;1003.5;0;3.8;0.4;30
-40.58412;-64.998098;10/1/2021;1941;37.81;tortugómetro;macho;35;16.1;25.6;-0.9;14.5;WNW;34.4;1003.5;0;3.8;0.4;30
-40.58412;-64.998078;10/1/2021;1951;36.54;tortugómetro;macho;35;16.1;25.6;-0.9;14.5;WNW;34.4;1003.5;0;3.8;0.4;30
-40.584128;-64.99813;10/1/2021;2001;38.52;tortugómetro;macho;35;16.1;25.6;-0.9;14.6;WNW;35.4;1003.5;0;3.9;0.5;30
-40.584198;-64.998371;10/1/2021;2011;43.24;tortugómetro;macho;35;16.1;25.6;-0.9;14.6;WNW;35.4;1003.5;0;3.9;0.5;30
-40.584211;-64.998375;10/1/2021;2021;40.47;tortugómetro;macho;35;16.1;25.6;-0.9;14.6;WNW;35.4;1003.5;0;3.9;0.5;30
-40.584175;-64.998594;10/1/2021;2031;41.8;tortugómetro;macho;35;16.1;25.6;-0.9;14.6;WNW;35.4;1003.5;0;3.9;0.5;30
-40.584221;-64.998686;10/1/2021;2041;39.98;tortugómetro;macho;35;16.1;25.6;-0.9;14.6;WNW;35.4;1003.5;0;3.9;0.5;30
-40.584331;-64.998728;10/1/2021;2051;39.27;tortugómetro;macho;35;16.1;25.6;-0.9;14.6;WNW;35.4;1003.5;0;3.9;0.5;30
-40.584199;-64.998767;10/1/2021;2101;36.88;tortugómetro;macho;35;16.1;25.6;-0.8;14.8;WNW;36.2;1003.5;0;4;0.7;30
-40.584241;-64.998699;10/1/2021;2111;36.21;tortugómetro;macho;35;16.1;25.6;-0.8;14.8;WNW;36.2;1003.5;0;4;0.7;30
-40.58431;-64.998699;10/1/2021;2121;35.81;tortugómetro;macho;35;16.1;25.6;-0.8;14.8;WNW;36.2;1003.5;0;4;0.7;30
-40.584257;-64.998706;10/1/2021;2131;35.68;tortugómetro;macho;35;16.1;25.6;-0.8;14.8;WNW;36.2;1003.5;0;4;0.7;30
-40.584271;-64.998725;10/1/2021;2141;35.61;tortugómetro;macho;35;16.1;25.6;-0.8;14.8;WNW;36.2;1003.5;0;4;0.7;30
-40.584231;-64.998756;10/1/2021;2151;35.51;tortugómetro;macho;35;16.1;25.6;-0.8;14.8;WNW;36.2;1003.5;0;4;0.7;30
-40.584241;-64.998706;10/1/2021;2201;35.29;tortugómetro;macho;33.3;16.1;23.5;-0.5;15.3;WNW;36.8;1003.5;0;4;0.8;30
-40.584227;-64.998724;10/1/2021;2212;35.07;tortugómetro;macho;33.3;16.1;23.5;-0.5;15.3;WNW;36.8;1003.5;0;4;0.8;30
-40.58423;-64.998701;10/1/2021;2221;34.8;tortugómetro;macho;33.3;16.1;23.5;-0.5;15.3;WNW;36.8;1003.5;0;4;0.8;30
-40.584234;-64.998703;10/1/2021;2231;34.44;tortugómetro;macho;33.3;16.1;23.5;-0.5;15.3;WNW;36.8;1003.5;0;4;0.8;30
-40.584235;-64.998706;10/1/2021;2241;34.18;tortugómetro;macho;33.3;16.1;23.5;-0.5;15.3;WNW;36.8;1003.5;0;4;0.8;30
-40.584232;-64.998699;10/1/2021;2251;33.94;tortugómetro;macho;33.3;16.1;23.5;-0.5;15.3;WNW;36.8;1003.5;0;4;0.8;30
-40.584265;-64.998727;10/1/2021;2302;33.69;tortugómetro;macho;32.3;16.1;23.5;0.1;16.1;WNW;37.5;1003.5;0;4;1;30
-40.584253;-64.99877;10/1/2021;2312;33.27;tortugómetro;macho;32.3;16.1;23.5;0.1;16.1;WNW;37.5;1003.5;0;4;1;30
-40.584189;-64.998713;10/1/2021;2322;33;tortugómetro;macho;32.3;16.1;23.5;0.1;16.1;WNW;37.5;1003.5;0;4;1;30
-40.584144;-64.998706;10/1/2021;2332;32.56;tortugómetro;macho;32.3;16.1;23.5;0.1;16.1;WNW;37.5;1003.5;0;4;1;30
-40.584254;-64.998675;10/1/2021;2339;31.54;tortugómetro;macho;32.3;16.1;23.5;0.1;16.1;WNW;37.5;1003.5;0;4;1;30
-40.584233;-64.998688;11/1/2021;1119;22.07;tortugómetro;macho;33;20.5;26.8;0.6;17.4;WNW;37.5;1005.2;0;3.9;1.1;30
-40.584236;-64.998684;11/1/2021;1129;22.49;tortugómetro;macho;33;20.5;26.8;0.6;17.4;WNW;37.5;1005.2;0;3.9;1.1;30
-40.584233;-64.998676;11/1/2021;1139;22;tortugómetro;macho;33;20.5;26.8;0.6;17.4;WNW;37.5;1005.2;0;3.9;1.1;30
-40.584195;-64.998666;11/1/2021;1149;22.12;tortugómetro;macho;33;20.5;26.8;0.6;17.4;WNW;37.5;1005.2;0;3.9;1.1;30
-40.584224;-64.998699;11/1/2021;1159;22.17;tortugómetro;macho;33;20.5;26.8;0.6;17.4;WNW;37.5;1005.2;0;3.9;1.1;30
-40.584235;-64.998689;11/1/2021;1209;22.09;tortugómetro;macho;33;14;23.5;0.8;18.5;WNW;37.5;1007.3;0;3.8;1.5;30
-40.584237;-64.998693;11/1/2021;1219;22.08;tortugómetro;macho;33;14;23.5;0.8;18.5;WNW;37.5;1007.3;0;3.8;1.5;30
-40.584227;-64.998695;11/1/2021;1229;22.05;tortugómetro;macho;33;14;23.5;0.8;18.5;WNW;37.5;1007.3;0;3.8;1.5;30
-40.584217;-64.998694;11/1/2021;1239;22.12;tortugómetro;macho;33;14;23.5;0.8;18.5;WNW;37.5;1007.3;0;3.8;1.5;30
-40.584237;-64.998697;11/1/2021;1249;22.18;tortugómetro;macho;33;14;23.5;0.8;18.5;WNW;37.5;1007.3;0;3.8;1.5;30
-40.584226;-64.998697;11/1/2021;1259;22.07;tortugómetro;macho;33;14;23.5;0.8;18.5;WNW;37.5;1007.3;0;3.8;1.5;30
-40.584236;-64.998701;11/1/2021;1309;22.2;tortugómetro;macho;33;14;23.5;0.8;19.1;WNW;38.5;1008.7;0;3.8;1.8;30
-40.584229;-64.998701;11/1/2021;1319;22.17;tortugómetro;macho;33;14;23.5;0.8;19.1;WNW;38.5;1008.7;0;3.8;1.8;30
-40.584234;-64.998694;11/1/2021;1329;22.33;tortugómetro;macho;33;14;23.5;0.8;19.1;WNW;38.5;1008.7;0;3.8;1.8;30
-40.584224;-64.998695;11/1/2021;1339;22.54;tortugómetro;macho;33;14;23.5;0.8;19.1;WNW;38.5;1008.7;0;3.8;1.8;30
-40.584237;-64.998697;11/1/2021;1349;22.79;tortugómetro;macho;33;14;23.5;0.8;19.1;WNW;38.5;1008.7;0;3.8;1.8;30
-40.584238;-64.998705;11/1/2021;1359;22.5;tortugómetro;macho;33;14;23.5;0.8;19.1;WNW;38.5;1008.7;0;3.8;1.8;30
-40.584226;-64.998704;11/1/2021;1409;22.28;tortugómetro;macho;33;14;23.5;0.4;19.1;WNW;36.9;1009.5;0;3.8;2.2;30
-40.584236;-64.998705;11/1/2021;1419;22.44;tortugómetro;macho;33;14;23.5;0.4;19.1;WNW;36.9;1009.5;0;3.8;2.2;30
-40.584215;-64.998688;11/1/2021;1430;22.83;tortugómetro;macho;33;14;23.5;0.4;19.1;WNW;36.9;1009.5;0;3.8;2.2;30
-40.584235;-64.998678;11/1/2021;1439;23.32;tortugómetro;macho;33;14;23.5;0.4;19.1;WNW;36.9;1009.5;0;3.8;2.2;30
-40.584229;-64.998694;11/1/2021;1449;24.42;tortugómetro;macho;33;14;23.5;0.4;19.1;WNW;36.9;1009.5;0;3.8;2.2;30
-40.584235;-64.998686;11/1/2021;1459;25.36;tortugómetro;macho;33;14;23.5;0.4;19.1;WNW;36.9;1009.5;0;3.8;2.2;30
-40.584117;-64.998657;11/1/2021;1510;31.31;tortugómetro;macho;33;14;23.5;0.6;19.6;WNW;36.8;1009.5;0;3.8;2.3;30
-40.584146;-64.998591;11/1/2021;1520;43.7;tortugómetro;macho;33;14;23.5;0.6;19.6;WNW;36.8;1009.5;0;3.8;2.3;30
-40.584037;-64.998474;11/1/2021;1530;45.6;tortugómetro;macho;33;14;23.5;0.6;19.6;WNW;36.8;1009.5;0;3.8;2.3;30
-40.583918;-64.998456;11/1/2021;1540;47.3;tortugómetro;macho;33;14;23.5;0.6;19.6;WNW;36.8;1009.5;0;3.8;2.3;30
-40.583872;-64.998649;11/1/2021;1550;42.14;tortugómetro;macho;33;14;23.5;0.6;19.6;WNW;36.8;1009.5;0;3.8;2.3;30
-40.583933;-64.998717;11/1/2021;1600;36.22;tortugómetro;macho;33;14;23.5;0.4;20;W;35.8;1010;0;3.8;2.7;30
-40.583937;-64.998715;11/1/2021;1610;31.04;tortugómetro;macho;33;14;23.5;0.4;20;W;35.8;1010;0;3.8;2.7;30
-40.583944;-64.998717;11/1/2021;1620;30.36;tortugómetro;macho;33;14;23.5;0.4;20;W;35.8;1010;0;3.8;2.7;30
-40.583946;-64.998713;11/1/2021;1630;28.59;tortugómetro;macho;33;14;23.5;0.4;20;W;35.8;1010;0;3.8;2.7;30
-40.583945;-64.998706;11/1/2021;1640;27.85;tortugómetro;macho;33;14;23.5;0.4;20;W;35.8;1010;0;3.8;2.7;30
-40.58384;-64.998571;11/1/2021;1650;33.09;tortugómetro;macho;33;14;23.5;0.4;20;W;35.8;1010;0;3.8;2.7;30
-40.583885;-64.998524;11/1/2021;1700;34.53;tortugómetro;macho;33;14;23.5;0.1;20.3;W;33.4;1010.4;0;4.1;3;30
-40.583933;-64.998585;11/1/2021;1710;36.48;tortugómetro;macho;33;14;23.5;0.1;20.3;W;33.4;1010.4;0;4.1;3;30
-40.583978;-64.998593;11/1/2021;1720;41.01;tortugómetro;macho;33;14;23.5;0.1;20.3;W;33.4;1010.4;0;4.1;3;30
-40.583988;-64.998591;11/1/2021;1730;33.77;tortugómetro;macho;33;14;23.5;0.1;20.3;W;33.4;1010.4;0;4.1;3;30
-40.583977;-64.998593;11/1/2021;1740;32.18;tortugómetro;macho;33;14;23.5;0.1;20.3;W;33.4;1010.4;0;4.1;3;30
-40.583982;-64.998589;11/1/2021;1750;31.34;tortugómetro;macho;33;14;23.5;0.1;20.3;W;33.4;1010.4;0;4.1;3;30
-40.583991;-64.998607;11/1/2021;1801;31.07;tortugómetro;macho;33;14;23.5;0.2;20.9;W;32.1;1010.7;0;4.3;3.2;30
-40.584207;-64.998598;11/1/2021;1811;31.09;tortugómetro;macho;33;14;23.5;0.2;20.9;W;32.1;1010.7;0;4.3;3.2;30
-40.583982;-64.998596;11/1/2021;1820;30.92;tortugómetro;macho;33;14;23.5;0.2;20.9;W;32.1;1010.7;0;4.3;3.2;30
-40.583975;-64.9986;11/1/2021;1830;30.67;tortugómetro;macho;33;14;23.5;0.2;20.9;W;32.1;1010.7;0;4.3;3.2;30
-40.583987;-64.998592;11/1/2021;1841;30.76;tortugómetro;macho;33;14;23.5;0.2;20.9;W;32.1;1010.7;0;4.3;3.2;30
-40.583979;-64.998592;12/1/2021;1116;24;tortugómetro;macho;24;16.8;20.4;2.2;32.1;SSW;22.2;1012.6;*;3.8;3.8;30
-40.583992;-64.998602;12/1/2021;1127;22.79;tortugómetro;macho;24;16.8;20.4;2.2;32.1;SSW;22.2;1012.6;*;3.8;3.8;30
-40.583936;-64.99861;12/1/2021;1137;22.57;tortugómetro;macho;24;16.8;20.4;2.2;32.1;SSW;22.2;1012.6;*;3.8;3.8;30
-40.58388;-64.998529;12/1/2021;1147;22.28;tortugómetro;macho;24;16.8;20.4;2.2;32.1;SSW;22.2;1012.6;*;3.8;3.8;30
-40.583964;-64.998598;12/1/2021;1157;22.27;tortugómetro;macho;24;16.8;20.4;2.2;32.1;SSW;22.2;1012.6;*;3.8;3.8;30
-40.583974;-64.998586;12/1/2021;1207;22.42;tortugómetro;macho;24;7.5;15.8;2;31.4;SSW;21.2;1013.1;0;3.3;3.6;30
-40.584003;-64.998559;12/1/2021;1217;22.53;tortugómetro;macho;24;7.5;15.8;2;31.4;SSW;21.2;1013.1;0;3.3;3.6;30
-40.583982;-64.998599;12/1/2021;1227;22.69;tortugómetro;macho;24;7.5;15.8;2;31.4;SSW;21.2;1013.1;0;3.3;3.6;30
-40.583974;-64.998603;12/1/2021;1237;22.9;tortugómetro;macho;24;7.5;15.8;2;31.4;SSW;21.2;1013.1;0;3.3;3.6;30
-40.583989;-64.998599;12/1/2021;1247;24.1;tortugómetro;macho;24;7.5;15.8;2;31.4;SSW;21.2;1013.1;0;3.3;3.6;30
-40.583985;-64.998601;12/1/2021;1257;25.09;tortugómetro;macho;24;7.5;15.8;2;31.4;SSW;21.2;1013.1;0;3.3;3.6;30
-40.583997;-64.99861;12/1/2021;1307;29.86;tortugómetro;macho;24;7.5;15.8;1.7;30.5;S;18.2;1013.5;0;2.9;3.5;30
-40.583956;-64.998548;12/1/2021;1317;37.8;tortugómetro;macho;24;7.5;15.8;1.7;30.5;S;18.2;1013.5;0;2.9;3.5;30
-40.583875;-64.998401;12/1/2021;1327;42.04;tortugómetro;macho;24;7.5;15.8;1.7;30.5;S;18.2;1013.5;0;2.9;3.5;30
-40.583813;-64.998306;12/1/2021;1337;41.41;tortugómetro;macho;24;7.5;15.8;1.7;30.5;S;18.2;1013.5;0;2.9;3.5;30
-40.583777;-64.998209;12/1/2021;1347;44.61;tortugómetro;macho;24;7.5;15.8;1.7;30.5;S;18.2;1013.5;0;2.9;3.5;30
-40.583731;-64.998165;12/1/2021;1357;46.99;tortugómetro;macho;24;7.5;15.8;1.7;30.5;S;18.2;1013.5;0;2.9;3.5;30
-40.583652;-64.998114;12/1/2021;1407;45.95;tortugómetro;macho;24;7.5;15.8;2.5;31.3;S;19.1;1013.8;0;2.6;3.4;30
-40.583518;-64.998039;12/1/2021;1417;46.88;tortugómetro;macho;24;7.5;15.8;2.5;31.3;S;19.1;1013.8;0;2.6;3.4;30
-40.583405;-64.997963;12/1/2021;1427;52.85;tortugómetro;macho;24;7.5;15.8;2.5;31.3;S;19.1;1013.8;0;2.6;3.4;30
-40.583584;-64.998125;12/1/2021;1437;52.52;tortugómetro;macho;24;7.5;15.8;2.5;31.3;S;19.1;1013.8;0;2.6;3.4;30
-40.583608;-64.998227;12/1/2021;1448;49.35;tortugómetro;macho;24;7.5;15.8;2.5;31.3;S;19.1;1013.8;0;2.6;3.4;30
-40.583581;-64.99823;12/1/2021;1458;43.88;tortugómetro;macho;24;7.5;15.8;2.5;31.3;S;19.1;1013.8;0;2.6;3.4;30
-40.583584;-64.998219;12/1/2021;1507;37.37;tortugómetro;macho;25.2;7.5;15.8;3;31.6;SSW;20;1013.8;0;2.5;3.1;30
-40.583598;-64.998232;12/1/2021;1517;35.02;tortugómetro;macho;25.2;7.5;15.8;3;31.6;SSW;20;1013.8;0;2.5;3.1;30
-40.583591;-64.998216;12/1/2021;1527;33.88;tortugómetro;macho;25.2;7.5;15.8;3;31.6;SSW;20;1013.8;0;2.5;3.1;30
-40.583595;-64.998214;12/1/2021;1538;33.31;tortugómetro;macho;25.2;7.5;15.8;3;31.6;SSW;20;1013.8;0;2.5;3.1;30
-40.583587;-64.998212;12/1/2021;1548;33.17;tortugómetro;macho;25.2;7.5;15.8;3;31.6;SSW;20;1013.8;0;2.5;3.1;30
-40.583593;-64.998226;12/1/2021;1558;33.1;tortugómetro;macho;25.2;7.5;15.8;3;31.6;SSW;20;1013.8;0;2.5;3.1;30
-40.58358;-64.998201;12/1/2021;1608;32.61;tortugómetro;macho;26;7.5;15.8;3.8;32.6;SSW;20.5;1014;0;2.4;2.7;30
-40.583587;-64.998245;12/1/2021;1618;32.61;tortugómetro;macho;26;7.5;15.8;3.8;32.6;SSW;20.5;1014;0;2.4;2.7;30
-40.583581;-64.998218;12/1/2021;1628;32.24;tortugómetro;macho;26;7.5;15.8;3.8;32.6;SSW;20.5;1014;0;2.4;2.7;30
-40.583591;-64.998225;12/1/2021;1638;32.42;tortugómetro;macho;26;7.5;15.8;3.8;32.6;SSW;20.5;1014;0;2.4;2.7;30
-40.583566;-64.998193;12/1/2021;1658;33.15;tortugómetro;macho;26;7.5;15.8;3.8;32.6;SSW;20.5;1014;0;2.4;2.7;30
-40.583583;-64.998211;12/1/2021;1708;33.2;tortugómetro;macho;27;7.5;15.8;4.8;33.5;SW;22.5;1014.2;0;2.2;2.2;30
-40.583566;-64.998199;12/1/2021;1718;33.29;tortugómetro;macho;27;7.5;15.8;4.8;33.5;SW;22.5;1014.2;0;2.2;2.2;30
-40.583568;-64.998188;12/1/2021;1728;33.34;tortugómetro;macho;27;7.5;15.8;4.8;33.5;SW;22.5;1014.2;0;2.2;2.2;30
-40.583554;-64.998175;12/1/2021;1738;33.38;tortugómetro;macho;27;7.5;15.8;4.8;33.5;SW;22.5;1014.2;0;2.2;2.2;30
-40.583558;-64.998179;12/1/2021;1748;33.9;tortugómetro;macho;27;7.5;15.8;4.8;33.5;SW;22.5;1014.2;0;2.2;2.2;30
-40.583582;-64.99821;12/1/2021;1758;34.48;tortugómetro;macho;27;7.5;15.8;4.8;33.5;SW;22.5;1014.2;0;2.2;2.2;30
-40.583592;-64.998217;12/1/2021;1808;34.57;tortugómetro;macho;27.5;7.5;15.8;5.6;34.3;WSW;24.1;1014.3;0;1.9;1.7;30
-40.583573;-64.998199;12/1/2021;1818;34.98;tortugómetro;macho;27.5;7.5;15.8;5.6;34.3;WSW;24.1;1014.3;0;1.9;1.7;30
-40.583579;-64.99821;12/1/2021;1828;34.9;tortugómetro;macho;27.5;7.5;15.8;5.6;34.3;WSW;24.1;1014.3;0;1.9;1.7;30
-40.583584;-64.998194;12/1/2021;1838;34.9;tortugómetro;macho;27.5;7.5;15.8;5.6;34.3;WSW;24.1;1014.3;0;1.9;1.7;30
-40.583589;-64.998209;12/1/2021;1848;35.33;tortugómetro;macho;27.5;7.5;15.8;5.6;34.3;WSW;24.1;1014.3;0;1.9;1.7;30
-40.583398;-64.998113;12/1/2021;1858;42.24;tortugómetro;macho;27.5;7.5;15.8;5.6;34.3;WSW;24.1;1014.3;0;1.9;1.7;30
-40.583248;-64.997942;12/1/2021;1908;44.7;tortugómetro;macho;28.2;7.5;15.8;6.4;34.9;W;25.7;1014.3;0;1.8;1.2;30
-40.582975;-64.997607;12/1/2021;1919;44.68;tortugómetro;macho;28.2;7.5;15.8;6.4;34.9;W;25.7;1014.3;0;1.8;1.2;30
-40.583001;-64.997695;12/1/2021;1928;39.96;tortugómetro;macho;28.2;7.5;15.8;6.4;34.9;W;25.7;1014.3;0;1.8;1.2;30
-40.582993;-64.997698;12/1/2021;1938;35.87;tortugómetro;macho;28.2;7.5;15.8;6.4;34.9;W;25.7;1014.3;0;1.8;1.2;30
-40.582988;-64.997694;12/1/2021;1949;34.38;tortugómetro;macho;28.2;7.5;15.8;6.4;34.9;W;25.7;1014.3;0;1.8;1.2;30
-40.582981;-64.997694;12/1/2021;1959;33.5;tortugómetro;macho;28.2;7.5;15.8;6.4;34.9;W;25.7;1014.3;0;1.8;1.2;30
-40.582985;-64.997696;12/1/2021;2009;33.12;tortugómetro;macho;28.2;7.5;15.8;6.4;34.5;W;25.4;1014.3;0;1.5;1;30
-40.582982;-64.997685;12/1/2021;2019;32.72;tortugómetro;macho;28.2;7.5;15.8;6.4;34.5;W;25.4;1014.3;0;1.5;1;30
-40.58299;-64.997698;12/1/2021;2029;32.51;tortugómetro;macho;28.2;7.5;15.8;6.4;34.5;W;25.4;1014.3;0;1.5;1;30
-40.582986;-64.997704;12/1/2021;2039;32.14;tortugómetro;macho;28.2;7.5;15.8;6.4;34.5;W;25.4;1014.3;0;1.5;1;30
-40.582981;-64.997688;12/1/2021;2049;35.69;tortugómetro;macho;28.2;7.5;15.8;6.4;34.5;W;25.4;1014.3;0;1.5;1;30
-40.582972;-64.997676;12/1/2021;2059;36.47;tortugómetro;macho;28.2;7.5;15.8;6.4;34.5;W;25.4;1014.3;0;1.5;1;30
-40.582978;-64.997678;12/1/2021;2109;36.62;tortugómetro;macho;28.2;7.5;15.8;6.2;33.7;W;25.8;1014.3;0;1.3;0.8;30
-40.58297;-64.99768;12/1/2021;2119;36.57;tortugómetro;macho;28.2;7.5;15.8;6.2;33.7;W;25.8;1014.3;0;1.3;0.8;30
-40.582967;-64.997671;12/1/2021;2129;36.21;tortugómetro;macho;28.2;7.5;15.8;6.2;33.7;W;25.8;1014.3;0;1.3;0.8;30
-40.582976;-64.997675;12/1/2021;2139;36.05;tortugómetro;macho;28.2;7.5;15.8;6.2;33.7;W;25.8;1014.3;0;1.3;0.8;30
-40.582972;-64.997697;12/1/2021;2149;35.69;tortugómetro;macho;28.2;7.5;15.8;6.2;33.7;W;25.8;1014.3;0;1.3;0.8;30
-40.582963;-64.997702;12/1/2021;2159;35.2;tortugómetro;macho;28.2;7.5;15.8;6.2;33.7;W;25.8;1014.3;0;1.3;0.8;30
-40.58298;-64.997705;12/1/2021;2210;34.69;tortugómetro;macho;28.2;7.5;14;6.3;33.9;WSW;26.2;1014.4;0;1.2;0.6;30
-40.582991;-64.997698;12/1/2021;2219;34.21;tortugómetro;macho;28.2;7.5;14;6.3;33.9;WSW;26.2;1014.4;0;1.2;0.6;30
-40.582993;-64.99771;12/1/2021;2229;33.5;tortugómetro;macho;28.2;7.5;14;6.3;33.9;WSW;26.2;1014.4;0;1.2;0.6;30
-40.58299;-64.997708;12/1/2021;2239;33.08;tortugómetro;macho;28.2;7.5;14;6.3;33.9;WSW;26.2;1014.4;0;1.2;0.6;30
-40.582985;-64.997743;12/1/2021;2249;32.46;tortugómetro;macho;28.2;7.5;14;6.3;33.9;WSW;26.2;1014.4;0;1.2;0.6;30
-40.582993;-64.997712;12/1/2021;2259;32.08;tortugómetro;macho;28.2;7.5;14;6.3;33.9;WSW;26.2;1014.4;0;1.2;0.6;30
-40.58299;-64.997716;12/1/2021;2309;31.69;tortugómetro;macho;28.2;7.5;14;6.5;34.7;WSW;26.7;1014.4;0;1;0.3;30
-40.582992;-64.997719;12/1/2021;2319;31.17;tortugómetro;macho;28.2;7.5;14;6.5;34.7;WSW;26.7;1014.4;0;1;0.3;30
-40.582991;-64.997714;12/1/2021;2330;30.49;tortugómetro;macho;28.2;7.5;14;6.5;34.7;WSW;26.7;1014.4;0;1;0.3;30
-40.582988;-64.997725;12/1/2021;2340;30.05;tortugómetro;macho;28.2;7.5;14;6.5;34.7;WSW;26.7;1014.4;0;1;0.3;30
-40.582995;-64.997705;12/1/2021;2350;29.46;tortugómetro;macho;28.2;7.5;14;6.5;34.7;WSW;26.7;1014.4;0;1;0.3;30
-40.582982;-64.997713;13/1/2021;1045;22.32;tortugómetro;macho;29;18.5;23.8;6.9;36.3;WSW;26.8;1014.5;*;0.8;0;30
