lat;lon;date;timeGMT;tempIMU;metodologia;sexo;tempmax(C);tempmin(C);tempmed(C);Temprocíomediadiaria(C);Humedadrelativadiaria(%);vientodir;viento(km/h)vel;Presionsobreniveldelmar(Hp);Prec(mm);NubesTotOct;NubbajOct;Vis(km)
-40.58301;-64.99878;29/11/2020;1137;24.41;tortugómetro;hembra;31;18.6;24.8;3;24;SSW;23.5;1010;*;3.6;1.8;30
-40.58304;-64.998869;29/11/2020;1147;23.77;tortugómetro;hembra;31;18.6;24.8;3;24;SSW;23.5;1010;*;3.6;1.8;30
-40.583035;-64.998824;29/11/2020;1157;22.04;tortugómetro;hembra;31;18.6;24.8;3;24;SSW;23.5;1010;*;3.6;1.8;30
-40.583005;-64.998788;29/11/2020;1207;31.84;tortugómetro;hembra;31;10.8;20.9;2.7;24.4;SSW;24.8;1010.7;0;3.4;1.8;30
-40.58298;-64.998785;29/11/2020;1217;35.52;tortugómetro;hembra;31;10.8;20.9;2.7;24.4;SSW;24.8;1010.7;0;3.4;1.8;30
-40.582976;-64.998716;29/11/2020;1227;38.04;tortugómetro;hembra;31;10.8;20.9;2.7;24.4;SSW;24.8;1010.7;0;3.4;1.8;30
-40.582997;-64.998763;29/11/2020;1237;39.78;tortugómetro;hembra;31;10.8;20.9;2.7;24.4;SSW;24.8;1010.7;0;3.4;1.8;30
-40.582998;-64.998744;29/11/2020;1247;42.06;tortugómetro;hembra;31;10.8;20.9;2.7;24.4;SSW;24.8;1010.7;0;3.4;1.8;30
-40.582976;-64.998817;29/11/2020;1257;41.36;tortugómetro;hembra;31;10.8;20.9;2.7;24.4;SSW;24.8;1010.7;0;3.4;1.8;30
-40.583029;-64.998782;29/11/2020;1307;40.16;tortugómetro;hembra;31;10.8;20.9;2.4;24.7;SSW;25.2;1011.3;0;3.2;1.8;30
-40.582977;-64.998911;29/11/2020;1317;43.22;tortugómetro;hembra;31;10.8;20.9;2.4;24.7;SSW;25.2;1011.3;0;3.2;1.8;30
-40.582965;-64.998929;29/11/2020;1327;43.82;tortugómetro;hembra;31;10.8;20.9;2.4;24.7;SSW;25.2;1011.3;0;3.2;1.8;30
-40.582962;-64.998913;29/11/2020;1337;44.71;tortugómetro;hembra;31;10.8;20.9;2.4;24.7;SSW;25.2;1011.3;0;3.2;1.8;30
-40.582927;-64.998955;29/11/2020;1347;43.22;tortugómetro;hembra;31;10.8;20.9;2.4;24.7;SSW;25.2;1011.3;0;3.2;1.8;30
-40.582984;-64.999164;29/11/2020;1358;36.64;tortugómetro;hembra;31;10.8;20.9;2.4;24.7;SSW;25.2;1011.3;0;3.2;1.8;30
-40.58298;-64.99909;29/11/2020;1408;33.31;tortugómetro;hembra;31;10.8;20.9;2;24.9;SSW;26.1;1012;0;3.1;2;30
-40.582973;-64.999088;29/11/2020;1417;29.84;tortugómetro;hembra;31;10.8;20.9;2;24.9;SSW;26.1;1012;0;3.1;2;30
-40.582886;-64.99903;29/11/2020;1427;42.21;tortugómetro;hembra;31;10.8;20.9;2;24.9;SSW;26.1;1012;0;3.1;2;30
-40.582863;-64.998969;29/11/2020;1437;44.01;tortugómetro;hembra;31;10.8;20.9;2;24.9;SSW;26.1;1012;0;3.1;2;30
