lat;lon;date;timeGMT;tempIMU;metodologia;sexo;tempmax(C);tempmin(C);tempmed(C);Temprocíomediadiaria(C);Humedadrelativadiaria(%);vientodir;viento(km/h)vel;Presionsobreniveldelmar(Hp);Prec(mm);NubesTotOct;NubbajOct;Vis(km)
-40.583352;-64.998061;29/11/2020;1107;27.74;tortugómetro;hembra;31;18.6;24.8;3;24;SSW;23.5;1010;*;3.6;1.8;30
-40.58399;-64.99862;29/11/2020;1625;*;yagui;hembra;31;10.8;20.9;1.5;25.7;SSW;26.7;1013.3;0;2.6;2.2;30
-40.58363;-64.998442;29/11/2020;1640;49.26;tortugómetro;hembra;31;10.8;20.9;1.5;25.7;SSW;26.7;1013.3;0;2.6;2.2;30
-40.583956;-64.998643;29/11/2020;1654;26.19;tortugómetro;hembra;31;10.8;20.9;1.5;25.7;SSW;26.7;1013.3;0;2.6;2.2;30
-40.58399;-64.99863;29/11/2020;1750;*;yagui;hembra;31;10.8;20.9;1.4;26.4;SSW;26.7;1014.1;0;2.5;2.3;30
-40.584;-64.99861;29/11/2020;1818;*;yagui;hembra;31;10.8;20.9;1.1;26.9;SSW;26.7;1014.8;0;2.2;2.5;30
-40.58398;-64.99862;29/11/2020;1857;*;yagui;hembra;31;10.8;20.9;1.1;26.9;SSW;26.7;1014.8;0;2.2;2.5;30
-40.584;-64.99862;29/11/2020;2040;*;yagui;hembra;31;10.8;20.9;0.8;28.4;S;27.5;1016.6;0;1.9;3;30
-40.58398;-64.99861;30/11/2020;1206;*;yagui;hembra;20.3;7;13.7;-1;26.7;ESE;20.8;1020.1;0;0.1;*;30
-40.58398;-64.99864;30/11/2020;1240;*;yagui;hembra;20.3;7;13.7;-1;26.7;ESE;20.8;1020.1;0;0.1;*;30
-40.58399;-64.99864;30/11/2020;1312;*;yagui;hembra;21.2;7;13.7;-1.1;26;ESE;21.7;1020.1;0;0;*;30
-40.58402;-64.99865;30/11/2020;1410;*;yagui;hembra;22.7;7;13.7;-1.1;25.5;ENE;22.7;1020;0;0;*;30
-40.58399;-64.99871;30/11/2020;1503;*;yagui;hembra;26.3;7;13.7;-1.3;24.6;NE;24.1;1020;0;0;*;30
-40.5842;-64.99877;30/11/2020;1536;*;yagui;hembra;26.3;7;13.7;-1.3;24.6;NE;24.1;1020;0;0;*;30
-40.58438;-64.99885;30/11/2020;1556;*;yagui;hembra;26.3;7;13.7;-1.3;24.6;NE;24.1;1020;0;0;*;30
-40.58445;-64.99882;30/11/2020;1836;*;yagui;hembra;30.1;7;13.7;-2.8;20.2;NNW;28.8;1019.9;0;0;*;30
-40.5845;-64.99889;30/11/2020;2040;*;yagui;hembra;32.5;7;13.7;-4.7;16.3;NNW;30.4;1020.1;0;0.1;*;30
-40.58442;-64.99887;30/11/2020;2145;*;yagui;hembra;32.7;7;13.7;-5.4;14.9;NW;31.4;1020.2;0;0.2;0;30
-40.58433;-64.9988;1/12/2020;1058;*;yagui;hembra;34;18.5;26.2;-7.4;10.3;NW;33.9;1015;*;0.6;0.2;30
-40.58437;-64.99884;1/12/2020;1246;*;yagui;hembra;34;18.5;26.2;-7;10.4;NW;33.1;1008.8;0;0.6;0.2;30
-40.58446;-64.99855;1/12/2020;1403;*;yagui;hembra;34;18.5;26.2;-7.8;9;NW;30.5;1008.8;0;0.7;0.2;30
-40.58451;-64.99858;1/12/2020;1430;*;yagui;hembra;34;18.5;26.2;-7.8;9;NW;30.5;1008.8;0;0.7;0.2;30
-40.5845;-64.99862;1/12/2020;1615;*;yagui;hembra;34;18.5;26.2;-9.8;7.6;NW;28.4;1008.8;0;0.8;0.1;30
-40.58463;-64.99863;1/12/2020;1842;*;yagui;hembra;35.4;18.5;26.2;-12.6;6.5;WNW;28.1;1008.8;0;0.8;0.1;30
-40.58461;-64.9986;1/12/2020;2017;*;yagui;hembra;36.5;18.5;26.2;-14.4;5.9;WNW;28.1;1008.8;0;0.8;0.4;30
-40.58454;-64.99859;1/12/2020;2105;*;yagui;hembra;36.5;18.5;26.2;-15.3;5.6;WNW;28.1;1008.8;0;0.8;0.5;30
-40.58453;-64.99859;1/12/2020;2142;*;yagui;hembra;36.5;18.5;26.2;-15.3;5.6;WNW;28.1;1008.8;0;0.8;0.5;30
-40.58454;-64.9986;1/12/2020;2237;*;yagui;hembra;36.5;18.5;23.2;-15.8;5.4;WNW;27.7;1008.8;0;0.8;0.6;30
-40.58451;-64.99859;2/12/2020;1103;*;yagui;hembra;37.3;18.2;27.8;-15.8;6.1;WNW;28.8;1005.8;*;0.6;0.8;30
-40.58451;-64.9986;2/12/2020;1153;*;yagui;hembra;37.3;18.2;27.8;-15.8;6.1;WNW;28.8;1005.8;*;0.6;0.8;30
-40.58451;-64.99861;2/12/2020;1227;*;yagui;hembra;37.3;14.8;26;-15.6;7.3;W;29.2;1009.2;0;0.8;0.9;30
-40.58451;-64.99861;2/12/2020;1315;*;yagui;hembra;37.3;14.8;26;-14.9;9.1;W;29.7;1010.9;0;0.8;0.9;30
-40.58453;-64.99862;2/12/2020;1341;*;yagui;hembra;37.3;14.8;26;-14.9;9.1;W;29.7;1010.9;0;0.8;0.9;30
-40.58453;-64.99861;2/12/2020;1427;*;yagui;hembra;37.3;14.8;26;-13.7;11.5;W;29.2;1011.7;0;0.8;1;30
-40.58452;-64.99862;2/12/2020;1506;*;yagui;hembra;37.3;14.8;26;-12.1;13.9;WSW;28.2;1012.1;0;0.8;1.1;30
-40.58456;-64.99867;2/12/2020;1624;*;yagui;hembra;37.3;14.8;26;-10.4;16.1;WSW;27.2;1012.3;0;0.8;1.1;30
-40.58454;-65.00148;2/12/2020;1823;*;yagui;hembra;37.3;14.8;26;-5.7;21.3;SSW;25.1;1012.3;0;1;1.1;30
-40.58454;-64.9986;2/12/2020;2133;*;yagui;hembra;37.3;14.8;26;0.7;28.6;SSE;22.7;1011.6;0;1;1.1;30
-40.58452;-64.99861;2/12/2020;2343;*;yagui;hembra;27.1;14.8;17.4;4.3;34.9;SE;22.2;1011.2;0;0.9;1.1;30
-40.58449;-64.99859;3/12/2020;1047;*;yagui;hembra;23.4;18.4;20.9;5.1;36.7;SE;22.2;1011.6;0.8;1.1;30;
-40.58451;-64.9986;3/12/2020;1155;*;yagui;hembra;23.4;18.4;20.9;5.1;36.7;SE;22.2;1011.6;*;0.8;1.1;30
-40.58453;-64.9986;3/12/2020;1229;*;yagui;hembra;23.4;12.8;18.1;4.8;36.2;SE;23;1011.6;0;0.8;1;30
-40.58454;-64.99855;3/12/2020;1332;*;yagui;hembra;23.4;12.8;18.1;4.4;35.6;SE;23.7;1011.7;0;0.8;1;30
-40.58456;-64.99866;3/12/2020;1508;*;yagui;hembra;23.4;12.8;18.1;3.7;34.5;SE;24.9;1012.1;0;0.9;1;30
-40.58433;-64.99836;3/12/2020;1611;*;yagui;hembra;23.4;12.8;18.1;3.7;34.7;SE;25.5;1012.3;0;0.9;0.9;30
-40.5836;-64.99799;3/12/2020;1848;*;yagui;hembra;23.4;12.8;18.1;3.3;34.5;SE;26.1;1012.9;0;0.8;0.9;30
-40.58311;-64.99769;3/12/2020;2021;*;yagui;hembra;23.4;12.8;18.1;2.7;34;SE;25.4;1013.9;0;0.6;0.9;30
-40.58305;-64.99763;3/12/2020;2302;*;yagui;hembra;20;12.8;16.3;1.7;32.9;SE;25.4;1016.2;0;0.5;0.8;30
