lat;lon;date;timeGMT;tempIMU;Metodología;sexo;tempmax(C);tempmin(C);tempmed(C);Temprocíomediadiaria(C);Humedadrelativadiaria(%);vientodir;viento(km/h)vel;Presionsobreniveldelmar(Hp);Prec(mm);NubesTotOct;NubbajOct;Vis(km)
-40.584499;-64.998669;2022-01-21;1346;30.16;tortugometro;macho;24.4;10.5;17.4;18.7;84.7;N;23.2;1012.3;20.5;5.8;3.9;25.2
-40.584372;-64.998553;2022-01-21;1356;38.05;tortugometro;macho;24.4;10.5;17.4;18.7;84.7;N;23.2;1012.3;20.5;5.8;3.9;25.2
-40.584328;-64.99853;2022-01-21;1406;44.46;tortugometro;macho;24.4;10.5;17.4;17.6;79.7;N;23.9;1012;20.5;5.2;3.9;26.9
-40.584346;-64.998544;2022-01-21;1416;45.27;tortugometro;macho;24.4;10.5;17.4;17.6;79.7;N;23.9;1012;20.5;5.2;3.9;26.9
-40.584368;-64.998573;2022-01-21;1426;44.38;tortugometro;macho;24.4;10.5;17.4;17.6;79.7;N;23.9;1012;20.5;5.2;3.9;26.9
-40.584373;-64.998588;2022-01-21;1436;45.59;tortugometro;macho;24.4;10.5;17.4;17.6;79.7;N;23.9;1012;20.5;5.2;3.9;26.9
-40.584368;-64.99864;2022-01-21;1446;49.71;tortugometro;macho;24.4;10.5;17.4;17.6;79.7;N;23.9;1012;20.5;5.2;3.9;26.9
-40.584349;-64.998637;2022-01-21;1456;48.53;tortugometro;macho;24.4;10.5;17.4;17.6;79.7;N;23.9;1012;20.5;5.2;3.9;26.9
-40.584358;-64.998635;2022-01-21;1521;38.77;tortugometro;macho;24.4;10.5;17.4;16.6;75;N;24.1;1011.6;20.5;4.6;3.9;27.7
-40.584345;-64.998629;2022-01-21;1526;39.71;tortugometro;macho;24.4;10.5;17.4;16.6;75;N;24.1;1011.6;20.5;4.6;3.9;27.7
-40.584357;-64.998618;2022-01-21;1536;38.44;tortugometro;macho;24.4;10.5;17.4;16.6;75;N;24.1;1011.6;20.5;4.6;3.9;27.7
-40.584353;-64.998621;2022-01-21;1546;37.59;tortugometro;macho;24.4;10.5;17.4;16.6;75;N;24.1;1011.6;20.5;4.6;3.9;27.7
-40.584356;-64.998627;2022-01-21;1556;35.32;tortugometro;macho;24.4;10.5;17.4;16.6;75;N;24.1;1011.6;20.5;4.6;3.9;27.7
-40.584363;-64.998624;2022-01-21;1606;35.63;tortugometro;macho;24.4;10.5;17.4;15.5;70.6;NNW;22;1011.4;20.5;4.1;3.9;28.5
-40.584351;-64.998605;2022-01-21;1616;38.82;tortugometro;macho;24.4;10.5;17.4;15.5;70.6;NNW;22;1011.4;20.5;4.1;3.9;28.5
-40.58435;-64.99862;2022-01-21;1626;42;tortugometro;macho;24.4;10.5;17.4;15.5;70.6;NNW;22;1011.4;20.5;4.1;3.9;28.5
-40.584342;-64.998618;2022-01-21;1637;47.55;tortugometro;macho;24.4;10.5;17.4;15.5;70.6;NNW;22;1011.4;20.5;4.1;3.9;28.5
-40.584347;-64.998613;2022-01-21;1647;47.9;tortugometro;macho;24.4;10.5;17.4;15.5;70.6;NNW;22;1011.4;20.5;4.1;3.9;28.5
-40.58434;-64.998599;2022-01-21;1657;44.14;tortugometro;macho;24.4;10.5;17.4;15.5;70.6;NNW;22;1011.4;20.5;4.1;3.9;28.5
-40.58435;-64.998606;2022-01-21;1707;44.07;tortugometro;macho;24.4;10.5;17.4;14.4;66.3;NW;20.7;1011.2;20.5;3.5;3.9;28.5
-40.584346;-64.998585;2022-01-21;1717;44.1;tortugometro;macho;24.4;10.5;17.4;14.4;66.3;NW;20.7;1011.2;20.5;3.5;3.9;28.5
-40.584338;-64.998576;2022-01-21;1727;48.39;tortugometro;macho;24.4;10.5;17.4;14.4;66.3;NW;20.7;1011.2;20.5;3.5;3.9;28.5
-40.584347;-64.998606;2022-01-21;1737;43.45;tortugometro;macho;24.4;10.5;17.4;14.4;66.3;NW;20.7;1011.2;20.5;3.5;3.9;28.5
-40.584351;-64.998607;2022-01-21;1747;43.92;tortugometro;macho;24.4;10.5;17.4;14.4;66.3;NW;20.7;1011.2;20.5;3.5;3.9;28.5
-40.584348;-64.998619;2022-01-21;1757;45.97;tortugometro;macho;24.4;10.5;17.4;14.4;66.3;NW;20.7;1011.2;20.5;3.5;3.9;28.5
-40.584385;-64.998607;2022-01-21;2029;43.09;tortugometro;macho;27;10.5;17.4;10.9;52.4;W;18.2;1010.7;20;1.7;3;30
-40.584575;-64.999227;2022-01-21;2038;37.91;tortugometro;macho;27;10.5;17.4;10.9;52.4;W;18.2;1010.7;20;1.7;3;30
-40.584502;-64.997888;2022-01-22;1107;33.88;tortugometro;macho;28.2;17.8;23;5.6;31.5;W;18.1;1010.2;*;0;*;30
-40.584483;-64.998386;2022-01-23;1138;30.48;tortugometro;macho;32;17.4;24.7;11.2;47.2;NW;29.2;1006.4;*;5.5;4.6;30
-40.584477;-64.99839;2022-01-23;1149;24.32;tortugometro;macho;32;17.4;24.7;11.2;47.2;NW;29.2;1006.4;*;5.5;4.6;30
-40.584499;-64.998385;2022-01-23;1159;23.01;tortugometro;macho;32;17.4;24.7;11.2;47.2;NW;29.2;1006.4;*;5.5;4.6;30
-40.584495;-64.998381;2022-01-23;1209;23.36;tortugometro;macho;32;12.8;22.4;10.4;45.7;NW;29.5;1006.6;7;5.2;4.4;30
-40.584505;-64.99838;2022-01-23;1219;23.47;tortugometro;macho;32;12.8;22.4;10.4;45.7;NW;29.5;1006.6;7;5.2;4.4;30
-40.584505;-64.998383;2022-01-23;1229;25.55;tortugometro;macho;32;12.8;22.4;10.4;45.7;NW;29.5;1006.6;7;5.2;4.4;30
-40.584504;-64.998384;2022-01-23;1239;27.82;tortugometro;macho;32;12.8;22.4;10.4;45.7;NW;29.5;1006.6;7;5.2;4.4;30
-40.584508;-64.998373;2022-01-23;1249;29.63;tortugometro;macho;32;12.8;22.4;10.4;45.7;NW;29.5;1006.6;7;5.2;4.4;30
-40.584496;-64.998384;2022-01-23;1259;32.54;tortugometro;macho;32;12.8;22.4;10.4;45.7;NW;29.5;1006.6;7;5.2;4.4;30
-40.584505;-64.998379;2022-01-23;1309;34.45;tortugometro;macho;32;12.8;22.4;9.6;43.9;NW;30.2;1006.8;7;5;4.2;30
-40.584508;-64.998387;2022-01-23;1319;36.32;tortugometro;macho;32;12.8;22.4;9.6;43.9;NW;30.2;1006.8;7;5;4.2;30
-40.584516;-64.998394;2022-01-23;1329;37.91;tortugometro;macho;32;12.8;22.4;9.6;43.9;NW;30.2;1006.8;7;5;4.2;30
-40.58452;-64.998388;2022-01-23;1339;39.98;tortugometro;macho;32;12.8;22.4;9.6;43.9;NW;30.2;1006.8;7;5;4.2;30
-40.584503;-64.998383;2022-01-23;1349;42.21;tortugometro;macho;32;12.8;22.4;9.6;43.9;NW;30.2;1006.8;7;5;4.2;30
-40.584513;-64.998373;2022-01-23;1400;44.08;tortugometro;macho;32;12.8;22.4;8.7;41.2;WNW;31.4;1007;7;4.6;3.8;30
-40.584511;-64.998379;2022-01-23;1409;45.36;tortugometro;macho;32;12.8;22.4;8.7;41.2;WNW;31.4;1007;7;4.6;3.8;30
-40.584497;-64.998383;2022-01-23;1419;47.11;tortugometro;macho;32;12.8;22.4;8.7;41.2;WNW;31.4;1007;7;4.6;3.8;30
-40.584511;-64.998494;2022-01-23;1429;47.56;tortugometro;macho;32;12.8;22.4;8.7;41.2;WNW;31.4;1007;7;4.6;3.8;30
-40.58452;-64.998453;2022-01-23;1439;45.69;tortugometro;macho;32;12.8;22.4;8.7;41.2;WNW;31.4;1007;7;4.6;3.8;30
-40.584516;-64.998464;2022-01-23;1449;37.24;tortugometro;macho;32;12.8;22.4;8.7;41.2;WNW;31.4;1007;7;4.6;3.8;30
-40.584514;-64.998454;2022-01-23;1500;34.65;tortugometro;macho;32;12.8;22.4;7.8;36.1;WNW;31.5;1007.1;7;4.2;3.5;30
-40.584524;-64.998455;2022-01-23;1510;36.04;tortugometro;macho;32;12.8;22.4;7.8;36.1;WNW;31.5;1007.1;7;4.2;3.5;30
-40.584526;-64.998458;2022-01-23;1520;36.75;tortugometro;macho;32;12.8;22.4;7.8;36.1;WNW;31.5;1007.1;7;4.2;3.5;30
-40.58452;-64.998452;2022-01-23;1530;37.62;tortugometro;macho;32;12.8;22.4;7.8;36.1;WNW;31.5;1007.1;7;4.2;3.5;30
-40.58455;-64.998498;2022-01-23;1540;37.6;tortugometro;macho;32;12.8;22.4;7.8;36.1;WNW;31.5;1007.1;7;4.2;3.5;30
-40.584544;-64.99847;2022-01-23;1550;37.94;tortugometro;macho;32;12.8;22.4;7.8;36.1;WNW;31.5;1007.1;7;4.2;3.5;30
-40.584527;-64.998472;2022-01-23;1600;39.18;tortugometro;macho;32;12.8;22.4;6.8;31.2;WNW;32.8;1007.3;7;3.8;2.9;30
-40.58454;-64.998473;2022-01-23;1610;38.87;tortugometro;macho;32;12.8;22.4;6.8;31.2;WNW;32.8;1007.3;7;3.8;2.9;30
-40.584533;-64.998481;2022-01-23;1620;37.58;tortugometro;macho;32;12.8;22.4;6.8;31.2;WNW;32.8;1007.3;7;3.8;2.9;30
-40.584521;-64.998474;2022-01-23;1630;40.9;tortugometro;macho;32;12.8;22.4;6.8;31.2;WNW;32.8;1007.3;7;3.8;2.9;30
-40.58451;-64.998471;2022-01-23;1640;42.49;tortugometro;macho;32;12.8;22.4;6.8;31.2;WNW;32.8;1007.3;7;3.8;2.9;30
-40.58452;-64.998467;2022-01-23;1650;45.02;tortugometro;macho;32;12.8;22.4;6.8;31.2;WNW;32.8;1007.3;7;3.8;2.9;30
-40.584512;-64.998468;2022-01-23;1700;45.52;tortugometro;macho;32;12.8;22.4;5.8;26.9;WNW;34.5;1007.5;7;3.3;2.5;30
-40.584501;-64.998462;2022-01-23;1710;44.11;tortugometro;macho;32;12.8;22.4;5.8;26.9;WNW;34.5;1007.5;7;3.3;2.5;30
-40.584522;-64.998449;2022-01-23;1720;40.69;tortugometro;macho;32;12.8;22.4;5.8;26.9;WNW;34.5;1007.5;7;3.3;2.5;30
-40.584514;-64.998454;2022-01-23;1730;40.76;tortugometro;macho;32;12.8;22.4;5.8;26.9;WNW;34.5;1007.5;7;3.3;2.5;30
