lat;lon;date;timeGMT;tempIMU;metodologia;sexo;tempmax(C);tempmin(C);tempmed(C);Temprocíomediadiaria(C);Humedadrelativadiaria(%);vientodir;viento(km/h)vel;Presionsobreniveldelmar(Hp);Prec(mm);NubesTotOct;NubbajOct;Vis(km)
-40.584944;-64.998244;29/11/2020;1455;29.08;tortugómetro;hembra;31;10.8;20.9;2;24.9;SSW;26.1;1012;0;3.1;2;30
-40.584926;-64.998221;29/11/2020;1505;27.91;tortugómetro;hembra;31;10.8;20.9;1.7;25.2;SSW;26.7;1012.7;0;2.8;2.1;30
-40.584971;-64.998249;29/11/2020;1515;27.12;tortugómetro;hembra;31;10.8;20.9;1.7;25.2;SSW;26.7;1012.7;0;2.8;2.1;30
-40.584916;-64.998245;29/11/2020;1525;26.71;tortugómetro;hembra;31;10.8;20.9;1.7;25.2;SSW;26.7;1012.7;0;2.8;2.1;30
-40.58493;-64.998246;29/11/2020;1535;26.29;tortugómetro;hembra;31;10.8;20.9;1.7;25.2;SSW;26.7;1012.7;0;2.8;2.1;30
-40.584913;-64.998249;29/11/2020;1545;26.56;tortugómetro;hembra;31;10.8;20.9;1.7;25.2;SSW;26.7;1012.7;0;2.8;2.1;30
-40.584911;-64.998234;29/11/2020;1555;26.16;tortugómetro;hembra;31;10.8;20.9;1.7;25.2;SSW;26.7;1012.7;0;2.8;2.1;30
-40.584964;-64.998242;29/11/2020;1605;26.41;tortugómetro;hembra;31;10.8;20.9;1.5;25.7;SSW;26.7;1013.3;0;2.6;2.2;30
-40.584953;-64.998255;29/11/2020;1615;32.58;tortugómetro;hembra;31;10.8;20.9;1.5;25.7;SSW;26.7;1013.3;0;2.6;2.2;30
-40.584893;-64.998233;29/11/2020;1625;40.86;tortugómetro;hembra;31;10.8;20.9;1.5;25.7;SSW;26.7;1013.3;0;2.6;2.2;30
-40.584841;-64.998275;29/11/2020;1635;41.95;tortugómetro;hembra;31;10.8;20.9;1.5;25.7;SSW;26.7;1013.3;0;2.6;2.2;30
-40.584864;-64.998208;29/11/2020;1645;37.82;tortugómetro;hembra;31;10.8;20.9;1.5;25.7;SSW;26.7;1013.3;0;2.6;2.2;30
-40.584863;-64.998232;29/11/2020;1655;46.94;tortugómetro;hembra;31;10.8;20.9;1.5;25.7;SSW;26.7;1013.3;0;2.6;2.2;30
-40.584902;-64.998257;29/11/2020;1706;39.5;tortugómetro;hembra;31;10.8;20.9;1.4;26.4;SSW;26.7;1014.1;0;2.5;2.3;30
-40.584898;-64.998233;29/11/2020;1715;35.01;tortugómetro;hembra;31;10.8;20.9;1.4;26.4;SSW;26.7;1014.1;0;2.5;2.3;30
-40.584892;-64.998238;29/11/2020;1725;33.17;tortugómetro;hembra;31;10.8;20.9;1.4;26.4;SSW;26.7;1014.1;0;2.5;2.3;30
-40.584858;-64.998222;29/11/2020;1736;32.75;tortugómetro;hembra;31;10.8;20.9;1.4;26.4;SSW;26.7;1014.1;0;2.5;2.3;30
-40.58508;-64.9982;29/11/2020;1744;*;yagui;hembra;31;10.8;20.9;1.4;26.4;SSW;26.7;1014.1;0;2.5;2.3;30
-40.584891;-64.998224;29/11/2020;1746;32.68;tortugómetro;hembra;31;10.8;20.9;1.4;26.4;SSW;26.7;1014.1;0;2.5;2.3;30
