lat;lon;date;timeGMT;tempIMU;metodologia;sexo;tempmax(C);tempmin(C);tempmed(C);Temprocíomediadiaria(C);Humedadrelativadiaria(%);vientodir;viento(km/h)vel;Presionsobreniveldelmar(Hp);Prec(mm);NubesTotOct;NubbajOct;Vis(km)
-40.58437;-64.99693;2/12/2020;1235;*;yagui;hembra;37.3;14.8;26;-15.6;7.3;W;29.2;1009.2;0;0.8;0.9;30
-40.58452;-64.99761;2/12/2020;1341;*;yagui;hembra;37.3;14.8;26;-14.9;9.1;W;29.7;1010.9;0;0.8;0.9;30
-40.58463;-64.9976;2/12/2020;1505;*;yagui;hembra;37.3;14.8;26;-12.1;13.9;WSW;28.2;1012.1;0;0.8;1.1;30
-40.58462;-64.99783;2/12/2020;1630;*;yagui;hembra;37.3;14.8;26;-10.4;16.1;WSW;27.2;1012.3;0;0.8;1.1;30
-40.58454;-64.99773;2/12/2020;1755;*;yagui;hembra;37.3;14.8;26;-7.8;19;SW;26.2;1012.4;0;0.9;1.1;30
-40.58474;-64.99752;2/12/2020;2148;*;yagui;hembra;37.3;14.8;26;0.7;28.6;SSE;22.7;1011.6;0;1;1.1;30
-40.5847;-64.99752;3/12/2020;1104;*;yagui;hembra;23.4;18.4;20.9;5.1;36.7;SE;22.2;1011.6;*;0.8;1.1;30
-40.58472;-64.99753;3/12/2020;1159;*;yagui;hembra;23.4;18.4;20.9;5.1;36.7;SE;22.2;1011.6;*;0.8;1.1;30
-40.58471;-64.99753;3/12/2020;1231;*;yagui;hembra;23.4;12.8;18.1;4.8;36.2;SE;23;1011.6;0;0.8;1;30
-40.58496;-64.99837;3/12/2020;1414;*;yagui;hembra;23.4;12.8;18.1;3.9;34.8;SE;24.5;1011.9;0;0.9;1;30
-40.5849;-64.99861;3/12/2020;1516;*;yagui;hembra;23.4;12.8;18.1;3.7;34.5;SE;24.9;1012.1;0;0.9;1;30
-40.58489;-64.99865;3/12/2020;1613;*;yagui;hembra;23.4;12.8;18.1;3.7;34.7;SE;25.5;1012.3;0;0.9;0.9;30
-40.58492;-64.99927;3/12/2020;1900;*;yagui;hembra;23.4;12.8;18.1;3;34.3;SE;26.1;1013.4;0;0.7;0.9;30
-40.5856;-65.00049;3/12/2020;2003;*;yagui;hembra;23.4;12.8;18.1;2.7;34;SE;25.4;1013.9;0;0.6;0.9;30
-40.58617;-65.00089;3/12/2020;2344;*;yagui;hembra;20;12.8;16.3;1.7;32.9;SE;25.4;1016.2;0;0.5;0.8;30
