lat;lon;date;timeGMT;tempIMU;metodologia;sexo;tempmax(C);tempmin(C);tempmed(C);TemprocÃ­omediadiaria(C);Humedadrelativadiaria(%);vientodir;viento(km/h)vel;Presionsobreniveldelmar(Hp);Prec(mm);NubesTotOct;NubbajOct;Vis(km)
-40.584302;-64.996016;10/1/2021;1319;29.45;tortugómetros;hembra;35;16.1;25.6;0;15.1;NW;27.9;1003.5;0;3;0;30
-40.584325;-64.996024;10/1/2021;1328;33.38;tortugómetros;hembra;35;16.1;25.6;0;15.1;NW;27.9;1003.5;0;3;0;30
-40.584282;-64.996071;10/1/2021;1338;43.44;tortugómetros;hembra;35;16.1;25.6;0;15.1;NW;27.9;1003.5;0;3;0;30
-40.58425;-64.996373;10/1/2021;1348;45;tortugómetros;hembra;35;16.1;25.6;0;15.1;NW;27.9;1003.5;0;3;0;30
-40.584221;-64.99641;10/1/2021;1358;46.87;tortugómetros;hembra;35;16.1;25.6;0;15.1;NW;27.9;1003.5;0;3;0;30
-40.584217;-64.99641;10/1/2021;1408;43.99;tortugómetros;hembra;35;16.1;25.6;-0.2;14.8;NW;29.9;1003.5;0;3.2;0;30
-40.584226;-64.996392;10/1/2021;1418;44.39;tortugómetros;hembra;35;16.1;25.6;-0.2;14.8;NW;29.9;1003.5;0;3.2;0;30
-40.584216;-64.996415;10/1/2021;1428;46.74;tortugómetros;hembra;35;16.1;25.6;-0.2;14.8;NW;29.9;1003.5;0;3.2;0;30
-40.584142;-64.99644;10/1/2021;1438;47.51;tortugómetros;hembra;35;16.1;25.6;-0.2;14.8;NW;29.9;1003.5;0;3.2;0;30
-40.58419;-64.996453;10/1/2021;1448;45.23;tortugómetros;hembra;35;16.1;25.6;-0.2;14.8;NW;29.9;1003.5;0;3.2;0;30
-40.584193;-64.996451;10/1/2021;1458;39.65;tortugómetros;hembra;35;16.1;25.6;-0.2;14.8;NW;29.9;1003.5;0;3.2;0;30
-40.584145;-64.996439;10/1/2021;1508;39.09;tortugómetros;hembra;35;16.1;25.6;-0.2;14.9;NW;32.1;1003.5;0;3.5;0;30
-40.584325;-64.996528;10/1/2021;1517;37.97;tortugómetros;hembra;35;16.1;25.6;-0.2;14.9;NW;32.1;1003.5;0;3.5;0;30
-40.583822;-64.996381;10/1/2021;1527;38.54;tortugómetros;hembra;35;16.1;25.6;-0.2;14.9;NW;32.1;1003.5;0;3.5;0;30
-40.583011;-64.996293;10/1/2021;1537;37.39;tortugómetros;hembra;35;16.1;25.6;-0.2;14.9;NW;32.1;1003.5;0;3.5;0;30
-40.582932;-64.996123;10/1/2021;1547;36.37;tortugómetros;hembra;35;16.1;25.6;-0.2;14.9;NW;32.1;1003.5;0;3.5;0;30
-40.582984;-64.996263;10/1/2021;1557;37.75;tortugómetros;hembra;35;16.1;25.6;-0.2;14.9;NW;32.1;1003.5;0;3.5;0;30
-40.582267;-64.997366;10/1/2021;1607;37.97;tortugómetros;hembra;35;16.1;25.6;-0.2;14.9;NW;32.8;1003.5;0;3.6;0;30
-40.582966;-64.997072;10/1/2021;1617;37.67;tortugómetros;hembra;35;16.1;25.6;-0.2;14.9;NW;32.8;1003.5;0;3.6;0;30
-40.582998;-64.996881;10/1/2021;1627;37.1;tortugómetros;hembra;35;16.1;25.6;-0.2;14.9;NW;32.8;1003.5;0;3.6;0;30
-40.583192;-64.996689;10/1/2021;1636;38.67;tortugómetros;hembra;35;16.1;25.6;-0.2;14.9;NW;32.8;1003.5;0;3.6;0;30
-40.583427;-64.996489;10/1/2021;1646;40.22;tortugómetros;hembra;35;16.1;25.6;-0.2;14.9;NW;32.8;1003.5;0;3.6;0;30
-40.583461;-64.996297;10/1/2021;1656;42.45;tortugómetros;hembra;35;16.1;25.6;-0.2;14.9;NW;32.8;1003.5;0;3.6;0;30
-40.583345;-64.996287;10/1/2021;1706;41.33;tortugómetros;hembra;35;16.1;25.6;-0.5;14.9;NW;33.5;1003.5;0;3.7;0.1;30
-40.583466;-64.996046;10/1/2021;1716;40.5;tortugómetros;hembra;35;16.1;25.6;-0.5;14.9;NW;33.5;1003.5;0;3.7;0.1;30
-40.584697;-64.995867;10/1/2021;1726;38.22;tortugómetros;hembra;35;16.1;25.6;-0.5;14.9;NW;33.5;1003.5;0;3.7;0.1;30
-40.584886;-64.995757;10/1/2021;1736;38.4;tortugómetros;hembra;35;16.1;25.6;-0.5;14.9;NW;33.5;1003.5;0;3.7;0.1;30
-40.585186;-64.995651;10/1/2021;1746;38.43;tortugómetros;hembra;35;16.1;25.6;-0.5;14.9;NW;33.5;1003.5;0;3.7;0.1;30
-40.586101;-64.995624;10/1/2021;1756;37.79;tortugómetros;hembra;35;16.1;25.6;-0.5;14.9;NW;33.5;1003.5;0;3.7;0.1;30
-40.584135;-64.996386;10/1/2021;1806;37.5;tortugómetros;hembra;35;16.1;25.6;-0.8;14.6;NW;33.9;1003.5;0;3.8;0.2;30
-40.584131;-64.996372;10/1/2021;1815;38.16;tortugómetros;hembra;35;16.1;25.6;-0.8;14.6;NW;33.9;1003.5;0;3.8;0.2;30
-40.584112;-64.996393;10/1/2021;1825;38.59;tortugómetros;hembra;35;16.1;25.6;-0.8;14.6;NW;33.9;1003.5;0;3.8;0.2;30
-40.584114;-64.996389;10/1/2021;1835;39.11;tortugómetros;hembra;35;16.1;25.6;-0.8;14.6;NW;33.9;1003.5;0;3.8;0.2;30
-40.584145;-64.996402;10/1/2021;1845;39.63;tortugómetros;hembra;35;16.1;25.6;-0.8;14.6;NW;33.9;1003.5;0;3.8;0.2;30
-40.584136;-64.996371;10/1/2021;1855;39.2;tortugómetros;hembra;35;16.1;25.6;-0.8;14.6;NW;33.9;1003.5;0;3.8;0.2;30
-40.58414;-64.996416;10/1/2021;1905;38.09;tortugómetros;hembra;35;16.1;25.6;-0.9;14.5;WNW;34.4;1003.5;0;3.8;0.4;30
-40.58412;-64.996412;10/1/2021;1915;37.47;tortugómetros;hembra;35;16.1;25.6;-0.9;14.5;WNW;34.4;1003.5;0;3.8;0.4;30
-40.584106;-64.996431;10/1/2021;1925;36.76;tortugómetros;hembra;35;16.1;25.6;-0.9;14.5;WNW;34.4;1003.5;0;3.8;0.4;30
-40.584131;-64.996394;10/1/2021;1935;37.39;tortugómetros;hembra;35;16.1;25.6;-0.9;14.5;WNW;34.4;1003.5;0;3.8;0.4;30
-40.584141;-64.996462;10/1/2021;1944;37.05;tortugómetros;hembra;35;16.1;25.6;-0.9;14.5;WNW;34.4;1003.5;0;3.8;0.4;30
-40.584157;-64.99647;10/1/2021;1954;36.54;tortugómetros;hembra;35;16.1;25.6;-0.9;14.5;WNW;34.4;1003.5;0;3.8;0.4;30
-40.58414;-64.996256;10/1/2021;2004;37.43;tortugómetros;hembra;35;16.1;25.6;-0.9;14.6;WNW;35.4;1003.5;0;3.9;0.5;30
-40.584156;-64.996183;10/1/2021;2014;37.93;tortugómetros;hembra;35;16.1;25.6;-0.9;14.6;WNW;35.4;1003.5;0;3.9;0.5;30
-40.584146;-64.996277;10/1/2021;2024;37.59;tortugómetros;hembra;35;16.1;25.6;-0.9;14.6;WNW;35.4;1003.5;0;3.9;0.5;30
-40.584194;-64.996305;10/1/2021;2034;39.52;tortugómetros;hembra;35;16.1;25.6;-0.9;14.6;WNW;35.4;1003.5;0;3.9;0.5;30
-40.584176;-64.996495;10/1/2021;2044;39.62;tortugómetros;hembra;35;16.1;25.6;-0.9;14.6;WNW;35.4;1003.5;0;3.9;0.5;30
-40.584212;-64.9964;10/1/2021;2054;40.66;tortugómetros;hembra;35;16.1;25.6;-0.9;14.6;WNW;35.4;1003.5;0;3.9;0.5;30
-40.584204;-64.996545;10/1/2021;2103;39.13;tortugómetros;hembra;35;16.1;25.6;-0.8;14.8;WNW;36.2;1003.5;0;4;0.7;30
-40.584117;-64.996456;10/1/2021;2113;37.24;tortugómetros;hembra;35;16.1;25.6;-0.8;14.8;WNW;36.2;1003.5;0;4;0.7;30
-40.584155;-64.99639;10/1/2021;2123;39.85;tortugómetros;hembra;35;16.1;25.6;-0.8;14.8;WNW;36.2;1003.5;0;4;0.7;30
-40.584166;-64.996273;10/1/2021;2133;40;tortugómetros;hembra;35;16.1;25.6;-0.8;14.8;WNW;36.2;1003.5;0;4;0.7;30
-40.584214;-64.996125;10/1/2021;2143;41.44;tortugómetros;hembra;35;16.1;25.6;-0.8;14.8;WNW;36.2;1003.5;0;4;0.7;30
-40.584252;-64.996152;10/1/2021;2153;40.03;tortugómetros;hembra;35;16.1;25.6;-0.8;14.8;WNW;36.2;1003.5;0;4;0.7;30
-40.584172;-64.996272;10/1/2021;2203;38.24;tortugómetros;hembra;33.3;16.1;23.5;-0.5;15.3;WNW;36.8;1003.5;0;4;0.8;30
-40.584212;-64.996315;10/1/2021;2213;37.06;tortugómetros;hembra;33.3;16.1;23.5;-0.5;15.3;WNW;36.8;1003.5;0;4;0.8;30
-40.584223;-64.996275;10/1/2021;2223;36.3;tortugómetros;hembra;33.3;16.1;23.5;-0.5;15.3;WNW;36.8;1003.5;0;4;0.8;30
-40.584206;-64.996314;10/1/2021;2232;34.34;tortugómetros;hembra;33.3;16.1;23.5;-0.5;15.3;WNW;36.8;1003.5;0;4;0.8;30
-40.584226;-64.996319;10/1/2021;2242;34.72;tortugómetros;hembra;33.3;16.1;23.5;-0.5;15.3;WNW;36.8;1003.5;0;4;0.8;30
-40.584212;-64.996362;10/1/2021;2252;34.45;tortugómetros;hembra;33.3;16.1;23.5;-0.5;15.3;WNW;36.8;1003.5;0;4;0.8;30
-40.584218;-64.996315;10/1/2021;2302;34.04;tortugómetros;hembra;32.3;16.1;23.5;0.1;16.1;WNW;37.5;1003.5;0;4;1;30
-40.584217;-64.996334;10/1/2021;2312;33.53;tortugómetros;hembra;32.3;16.1;23.5;0.1;16.1;WNW;37.5;1003.5;0;4;1;30
-40.584231;-64.996337;10/1/2021;2322;33.09;tortugómetros;hembra;32.3;16.1;23.5;0.1;16.1;WNW;37.5;1003.5;0;4;1;30
-40.584251;-64.996553;11/1/2021;1130;23.5;tortugómetros;hembra;33;20.5;26.8;0.6;17.4;WNW;37.5;1005.2;*;3.9;1.1;30
-40.5843;-64.996595;11/1/2021;1140;22.65;tortugómetros;hembra;33;20.5;26.8;0.6;17.4;WNW;37.5;1005.2;*;3.9;1.1;30
-40.584201;-64.996342;11/1/2021;1150;22.65;tortugómetros;hembra;33;20.5;26.8;0.6;17.4;WNW;37.5;1005.2;*;3.9;1.1;30
-40.584167;-64.99625;11/1/2021;1200;22.49;tortugómetros;hembra;33;14;23.5;0.8;18.5;WNW;37.5;1007.3;0;3.8;1.5;30
-40.584199;-64.996403;11/1/2021;1209;22.82;tortugómetros;hembra;33;14;23.5;0.8;18.5;WNW;37.5;1007.3;0;3.8;1.5;30
-40.584165;-64.996348;11/1/2021;1219;22.69;tortugómetros;hembra;33;14;23.5;0.8;18.5;WNW;37.5;1007.3;0;3.8;1.5;30
-40.584132;-64.996206;11/1/2021;1229;22.64;tortugómetros;hembra;33;14;23.5;0.8;18.5;WNW;37.5;1007.3;0;3.8;1.5;30
-40.584541;-64.996358;11/1/2021;1239;22.67;tortugómetros;hembra;33;14;23.5;0.8;18.5;WNW;37.5;1007.3;0;3.8;1.5;30
-40.584208;-64.996345;11/1/2021;1249;23.66;tortugómetros;hembra;33;14;23.5;0.8;18.5;WNW;37.5;1007.3;0;3.8;1.5;30
-40.584218;-64.996338;11/1/2021;1259;24.88;tortugómetros;hembra;33;14;23.5;0.8;18.5;WNW;37.5;1007.3;0;3.8;1.5;30
-40.584218;-64.996331;11/1/2021;1309;25.63;tortugómetros;hembra;33;14;23.5;0.8;19.1;WNW;38.5;1008.7;0;3.8;1.8;30
-40.584214;-64.996342;11/1/2021;1319;26.03;tortugómetros;hembra;33;14;23.5;0.8;19.1;WNW;38.5;1008.7;0;3.8;1.8;30
-40.584225;-64.996341;11/1/2021;1328;26.71;tortugómetros;hembra;33;14;23.5;0.8;19.1;WNW;38.5;1008.7;0;3.8;1.8;30
-40.584221;-64.996334;11/1/2021;1338;26.83;tortugómetros;hembra;33;14;23.5;0.8;19.1;WNW;38.5;1008.7;0;3.8;1.8;30
-40.584229;-64.996337;11/1/2021;1348;27.73;tortugómetros;hembra;33;14;23.5;0.8;19.1;WNW;38.5;1008.7;0;3.8;1.8;30
-40.584225;-64.996341;11/1/2021;1358;28.32;tortugómetros;hembra;33;14;23.5;0.8;19.1;WNW;38.5;1008.7;0;3.8;1.8;30
-40.584222;-64.996348;11/1/2021;1408;28.36;tortugómetros;hembra;33;14;23.5;0.4;19.1;WNW;36.9;1009.5;0;3.8;2.2;30
-40.584216;-64.996355;11/1/2021;1418;37.98;tortugómetros;hembra;33;14;23.5;0.4;19.1;WNW;36.9;1009.5;0;3.8;2.2;30
-40.584181;-64.996324;11/1/2021;1428;53.2;tortugómetros;hembra;33;14;23.5;0.4;19.1;WNW;36.9;1009.5;0;3.8;2.2;30
-40.584215;-64.996345;11/1/2021;1438;56.91;tortugómetros;hembra;33;14;23.5;0.4;19.1;WNW;36.9;1009.5;0;3.8;2.2;30
-40.584238;-64.996337;11/1/2021;1448;48.66;tortugómetros;hembra;33;14;23.5;0.4;19.1;WNW;36.9;1009.5;0;3.8;2.2;30
-40.584219;-64.996251;11/1/2021;1457;49.54;tortugómetros;hembra;33;14;23.5;0.4;19.1;WNW;36.9;1009.5;0;3.8;2.2;30
-40.584247;-64.996156;11/1/2021;1507;41.3;tortugómetros;hembra;33;14;23.5;0.6;19.6;WNW;36.8;1009.5;0;3.8;2.3;30
-40.584141;-64.996222;11/1/2021;1517;46.21;tortugómetros;hembra;33;14;23.5;0.6;19.6;WNW;36.8;1009.5;0;3.8;2.3;30
-40.58424;-64.996011;11/1/2021;1527;45.62;tortugómetros;hembra;33;14;23.5;0.6;19.6;WNW;36.8;1009.5;0;3.8;2.3;30
-40.584206;-64.995774;11/1/2021;1537;50.21;tortugómetros;hembra;33;14;23.5;0.6;19.6;WNW;36.8;1009.5;0;3.8;2.3;30
-40.584145;-64.995562;11/1/2021;1547;45.88;tortugómetros;hembra;33;14;23.5;0.6;19.6;WNW;36.8;1009.5;0;3.8;2.3;30
-40.584151;-64.995329;11/1/2021;1557;44.69;tortugómetros;hembra;33;14;23.5;0.6;19.6;WNW;36.8;1009.5;0;3.8;2.3;30
-40.584101;-64.995308;11/1/2021;1607;38.59;tortugómetros;hembra;33;14;23.5;0.4;20;W;35.8;1010;0;3.8;2.7;"30.0;"
-40.584133;-64.995315;11/1/2021;1617;37.58;tortugómetros;hembra;33;14;23.5;0.4;20;W;35.8;1010;0;3.8;2.7;"30.0;"
-40.5843;-64.995302;11/1/2021;1627;33.46;tortugómetros;hembra;33;14;23.5;0.4;20;W;35.8;1010;0;3.8;2.7;"30.0;"
-40.584249;-64.995339;11/1/2021;1636;33.11;tortugómetros;hembra;33;14;23.5;0.4;20;W;35.8;1010;0;3.8;2.7;"30.0;"
-40.584176;-64.995285;11/1/2021;1646;40.24;tortugómetros;hembra;33;14;23.5;0.4;20;W;35.8;1010;0;3.8;2.7;"30.0;"
-40.584085;-64.995258;11/1/2021;1656;43.32;tortugómetros;hembra;33;14;23.5;0.4;20;W;35.8;1010;0;3.8;2.7;"30.0;"
-40.584075;-64.995229;11/1/2021;1706;39.99;tortugómetros;hembra;33;14;23.5;0.1;20.3;W;33.4;1010.4;0;4.1;3;30
-40.584075;-64.995222;11/1/2021;1716;45.7;tortugómetros;hembra;33;14;23.5;0.1;20.3;W;33.4;1010.4;0;4.1;3;30
-40.584105;-64.995275;11/1/2021;1726;50.57;tortugómetros;hembra;33;14;23.5;0.1;20.3;W;33.4;1010.4;0;4.1;3;30
-40.584071;-64.995258;11/1/2021;1736;42.86;tortugómetros;hembra;33;14;23.5;0.1;20.3;W;33.4;1010.4;0;4.1;3;30
-40.584084;-64.995249;11/1/2021;1746;37.47;tortugómetros;hembra;33;14;23.5;0.1;20.3;W;33.4;1010.4;0;4.1;3;30
-40.584043;-64.995254;11/1/2021;1756;50.87;tortugómetros;hembra;33;14;23.5;0.1;20.3;W;33.4;1010.4;0;4.1;3;30
-40.583576;-64.994634;12/1/2021;1133;29.01;tortugómetros;hembra;24;16.8;20.4;2.2;32.1;SSW;22.2;1012.6;*;3.8;3.8;30
-40.5835;-64.994702;12/1/2021;1138;32.5;tortugómetros;hembra;24;16.8;20.4;2.2;32.1;SSW;22.2;1012.6;*;3.8;3.8;30
-40.583543;-64.994614;12/1/2021;1143;33.96;tortugómetros;hembra;24;16.8;20.4;2.2;32.1;SSW;22.2;1012.6;*;3.8;3.8;30
-40.583436;-64.99451;12/1/2021;1148;35.39;tortugómetros;hembra;24;16.8;20.4;2.2;32.1;SSW;22.2;1012.6;*;3.8;3.8;30
-40.583559;-64.994638;12/1/2021;1153;36.82;tortugómetros;hembra;24;16.8;20.4;2.2;32.1;SSW;22.2;1012.6;*;3.8;3.8;30
-40.583418;-64.99473;12/1/2021;1158;38.37;tortugómetros;hembra;24;16.8;20.4;2.2;32.1;SSW;22.2;1012.6;*;3.8;3.8;30
-40.583444;-64.994724;12/1/2021;1203;39.78;tortugómetros;hembra;24;7.5;15.8;2;31.4;SSW;21.2;1013.1;0;3.3;3.6;30
-40.583487;-64.994729;12/1/2021;1208;41.06;tortugómetros;hembra;24;7.5;15.8;2;31.4;SSW;21.2;1013.1;0;3.3;3.6;30
-40.583453;-64.994799;12/1/2021;1213;41.84;tortugómetros;hembra;24;7.5;15.8;2;31.4;SSW;21.2;1013.1;0;3.3;3.6;30
-40.583505;-64.994801;12/1/2021;1218;42.96;tortugómetros;hembra;24;7.5;15.8;2;31.4;SSW;21.2;1013.1;0;3.3;3.6;30
-40.583523;-64.994744;12/1/2021;1223;43.02;tortugómetros;hembra;24;7.5;15.8;2;31.4;SSW;21.2;1013.1;0;3.3;3.6;30
-40.583456;-64.994843;12/1/2021;1228;44.37;tortugómetros;hembra;24;7.5;15.8;2;31.4;SSW;21.2;1013.1;0;3.3;3.6;30
-40.583439;-64.994814;12/1/2021;1233;45.44;tortugómetros;hembra;24;7.5;15.8;2;31.4;SSW;21.2;1013.1;0;3.3;3.6;30
-40.58344;-64.994966;12/1/2021;1239;46.93;tortugómetros;hembra;24;7.5;15.8;2;31.4;SSW;21.2;1013.1;0;3.3;3.6;30
-40.583449;-64.995034;12/1/2021;1244;47.56;tortugómetros;hembra;24;7.5;15.8;2;31.4;SSW;21.2;1013.1;0;3.3;3.6;30
-40.583381;-64.995345;12/1/2021;1249;48.91;tortugómetros;hembra;24;7.5;15.8;2;31.4;SSW;21.2;1013.1;0;3.3;3.6;30
-40.583368;-64.995365;12/1/2021;1254;49.67;tortugómetros;hembra;24;7.5;15.8;2;31.4;SSW;21.2;1013.1;0;3.3;3.6;30
-40.583356;-64.995417;12/1/2021;1259;50.13;tortugómetros;hembra;24;7.5;15.8;2;31.4;SSW;21.2;1013.1;0;3.3;3.6;30
-40.583349;-64.995484;12/1/2021;1304;50.23;tortugómetros;hembra;24;7.5;15.8;1.7;30.5;S;18.2;1013.5;0;2.9;3.5;30
-40.583376;-64.995533;12/1/2021;1309;47.33;tortugómetros;hembra;24;7.5;15.8;1.7;30.5;S;18.2;1013.5;0;2.9;3.5;30
-40.583371;-64.995536;12/1/2021;1314;41.95;tortugómetros;hembra;24;7.5;15.8;1.7;30.5;S;18.2;1013.5;0;2.9;3.5;30
-40.583379;-64.995562;12/1/2021;1319;41.45;tortugómetros;hembra;24;7.5;15.8;1.7;30.5;S;18.2;1013.5;0;2.9;3.5;30
-40.583495;-64.99461;12/1/2021;1324;38.22;tortugómetros;hembra;24;7.5;15.8;1.7;30.5;S;18.2;1013.5;0;2.9;3.5;30
-40.583562;-64.994586;12/1/2021;1329;35.7;tortugómetros;hembra;24;7.5;15.8;1.7;30.5;S;18.2;1013.5;0;2.9;3.5;30
-40.583539;-64.994581;12/1/2021;1334;34.04;tortugómetros;hembra;24;7.5;15.8;1.7;30.5;S;18.2;1013.5;0;2.9;3.5;30
-40.583501;-64.99463;12/1/2021;1339;34.03;tortugómetros;hembra;24;7.5;15.8;1.7;30.5;S;18.2;1013.5;0;2.9;3.5;30
-40.583492;-64.994628;12/1/2021;1344;36.41;tortugómetros;hembra;24;7.5;15.8;1.7;30.5;S;18.2;1013.5;0;2.9;3.5;30
-40.583524;-64.994562;12/1/2021;1349;37.44;tortugómetros;hembra;24;7.5;15.8;1.7;30.5;S;18.2;1013.5;0;2.9;3.5;30
-40.583468;-64.994495;12/1/2021;1354;45.68;tortugómetros;hembra;24;7.5;15.8;1.7;30.5;S;18.2;1013.5;0;2.9;3.5;30
-40.583449;-64.994478;12/1/2021;1359;44.05;tortugómetros;hembra;24;7.5;15.8;1.7;30.5;S;18.2;1013.5;0;2.9;3.5;30
-40.583429;-64.994425;12/1/2021;1404;48.55;tortugómetros;hembra;24;7.5;15.8;2.5;31.3;S;19.1;1013.8;0;2.6;3.4;30
-40.583444;-64.994462;12/1/2021;1409;47.27;tortugómetros;hembra;24;7.5;15.8;2.5;31.3;S;19.1;1013.8;0;2.6;3.4;30
-40.583453;-64.994548;12/1/2021;1414;48.82;tortugómetros;hembra;24;7.5;15.8;2.5;31.3;S;19.1;1013.8;0;2.6;3.4;30
-40.583449;-64.994467;12/1/2021;1419;41.15;tortugómetros;hembra;24;7.5;15.8;2.5;31.3;S;19.1;1013.8;0;2.6;3.4;30
-40.583486;-64.994481;12/1/2021;1424;47;tortugómetros;hembra;24;7.5;15.8;2.5;31.3;S;19.1;1013.8;0;2.6;3.4;30
-40.583478;-64.994485;12/1/2021;1429;42.88;tortugómetros;hembra;24;7.5;15.8;2.5;31.3;S;19.1;1013.8;0;2.6;3.4;30
-40.583487;-64.994548;12/1/2021;1434;45.4;tortugómetros;hembra;24;7.5;15.8;2.5;31.3;S;19.1;1013.8;0;2.6;3.4;30
-40.583628;-64.994539;12/1/2021;1439;51.68;tortugómetros;hembra;24;7.5;15.8;2.5;31.3;S;19.1;1013.8;0;2.6;3.4;30
-40.583448;-64.994224;12/1/2021;1444;53.48;tortugómetros;hembra;24;7.5;15.8;2.5;31.3;S;19.1;1013.8;0;2.6;3.4;30
-40.583433;-64.994102;12/1/2021;1449;52.34;tortugómetros;hembra;24;7.5;15.8;2.5;31.3;S;19.1;1013.8;0;2.6;3.4;30
-40.583388;-64.994002;12/1/2021;1454;51.91;tortugómetros;hembra;24;7.5;15.8;2.5;31.3;S;19.1;1013.8;0;2.6;3.4;30
-40.583232;-64.993849;12/1/2021;1459;52.34;tortugómetros;hembra;24;7.5;15.8;2.5;31.3;S;19.1;1013.8;0;2.6;3.4;30
-40.583187;-64.993669;12/1/2021;1504;52.7;tortugómetros;hembra;25.2;7.5;15.8;3;31.6;SSW;20;1013.8;0;2.5;3.1;30
-40.58316;-64.993559;12/1/2021;1509;51.88;tortugómetros;hembra;25.2;7.5;15.8;3;31.6;SSW;20;1013.8;0;2.5;3.1;30
-40.583014;-64.993363;12/1/2021;1514;49.91;tortugómetros;hembra;25.2;7.5;15.8;3;31.6;SSW;20;1013.8;0;2.5;3.1;30
-40.583071;-64.993187;12/1/2021;1519;51.61;tortugómetros;hembra;25.2;7.5;15.8;3;31.6;SSW;20;1013.8;0;2.5;3.1;30
-40.582991;-64.99297;12/1/2021;1524;51.13;tortugómetros;hembra;25.2;7.5;15.8;3;31.6;SSW;20;1013.8;0;2.5;3.1;30
-40.583039;-64.992974;12/1/2021;1530;44.47;tortugómetros;hembra;25.2;7.5;15.8;3;31.6;SSW;20;1013.8;0;2.5;3.1;30
-40.58298;-64.99293;12/1/2021;1535;43.27;tortugómetros;hembra;25.2;7.5;15.8;3;31.6;SSW;20;1013.8;0;2.5;3.1;30
-40.583067;-64.992734;12/1/2021;1540;38.08;tortugómetros;hembra;25.2;7.5;15.8;3;31.6;SSW;20;1013.8;0;2.5;3.1;30
-40.583028;-64.992912;12/1/2021;1544;36.3;tortugómetros;hembra;25.2;7.5;15.8;3;31.6;SSW;20;1013.8;0;2.5;3.1;30
-40.58302;-64.992905;12/1/2021;1550;35.7;tortugómetros;hembra;25.2;7.5;15.8;3;31.6;SSW;20;1013.8;0;2.5;3.1;30
-40.583027;-64.992837;12/1/2021;1555;38.65;tortugómetros;hembra;25.2;7.5;15.8;3;31.6;SSW;20;1013.8;0;2.5;3.1;30
-40.582989;-64.992899;12/1/2021;1600;41.6;tortugómetros;hembra;26;7.5;15.8;3.8;32.6;SSW;20.5;1014;0;2.4;2.7;30
-40.583022;-64.99281;12/1/2021;1605;43.75;tortugómetros;hembra;26;7.5;15.8;3.8;32.6;SSW;20.5;1014;0;2.4;2.7;30
-40.582981;-64.992917;12/1/2021;1610;39.86;tortugómetros;hembra;26;7.5;15.8;3.8;32.6;SSW;20.5;1014;0;2.4;2.7;30
-40.582957;-64.992917;12/1/2021;1615;38.98;tortugómetros;hembra;26;7.5;15.8;3.8;32.6;SSW;20.5;1014;0;2.4;2.7;30
-40.582975;-64.992928;12/1/2021;1620;38.65;tortugómetros;hembra;26;7.5;15.8;3.8;32.6;SSW;20.5;1014;0;2.4;2.7;30
-40.582808;-64.992684;12/1/2021;1625;37.62;tortugómetros;hembra;26;7.5;15.8;3.8;32.6;SSW;20.5;1014;0;2.4;2.7;30
-40.582965;-64.992913;12/1/2021;1630;36.85;tortugómetros;hembra;26;7.5;15.8;3.8;32.6;SSW;20.5;1014;0;2.4;2.7;30
-40.582976;-64.992919;12/1/2021;1635;37.52;tortugómetros;hembra;26;7.5;15.8;3.8;32.6;SSW;20.5;1014;0;2.4;2.7;30
-40.582961;-64.992944;12/1/2021;1640;38.49;tortugómetros;hembra;26;7.5;15.8;3.8;32.6;SSW;20.5;1014;0;2.4;2.7;30
-40.582977;-64.992926;12/1/2021;1645;38.09;tortugómetros;hembra;26;7.5;15.8;3.8;32.6;SSW;20.5;1014;0;2.4;2.7;30
-40.582985;-64.992905;12/1/2021;1650;38.36;tortugómetros;hembra;26;7.5;15.8;3.8;32.6;SSW;20.5;1014;0;2.4;2.7;30
-40.58296;-64.992892;12/1/2021;1655;39.04;tortugómetros;hembra;26;7.5;15.8;3.8;32.6;SSW;20.5;1014;0;2.4;2.7;30
-40.582927;-64.992887;12/1/2021;1700;39.06;tortugómetros;hembra;27;7.5;15.8;4.8;33.5;SW;22.5;1014.2;0;2.2;2.2;30
-40.583011;-64.992889;12/1/2021;1705;38.59;tortugómetros;hembra;27;7.5;15.8;4.8;33.5;SW;22.5;1014.2;0;2.2;2.2;30
-40.582972;-64.992913;12/1/2021;1710;38.55;tortugómetros;hembra;27;7.5;15.8;4.8;33.5;SW;22.5;1014.2;0;2.2;2.2;30
-40.582955;-64.992924;12/1/2021;1715;38.9;tortugómetros;hembra;27;7.5;15.8;4.8;33.5;SW;22.5;1014.2;0;2.2;2.2;30
