lat;lon;date;timeGMT;tempIMU;Metodología;sexo;tempmax(C);tempmin(C);tempmed(C);Temprocíomediadiaria(C);Humedadrelativadiaria(%);vientodir;viento(km/h)vel;Presionsobreniveldelmar(Hp);Prec(mm);NubesTotOct;NubbajOct;Vis(km)
-40.585359;-64.996027;21/11/2021;1157;35.01;tortugómetro;macho;34;24.5;29.2;2.7;20.6;ESE;16.3;1009;*;4.1;0.5;30
-40.585269;-64.996087;21/11/2021;1207;32.58;tortugómetro;macho;34;9.5;21.8;2.9;20.8;ESE;16.7;1009;0;4.2;0.6;30
-40.58538;-64.996097;21/11/2021;1218;33.95;tortugómetro;macho;34;9.5;21.8;2.9;20.8;ESE;16.7;1009;0;4.2;0.6;30
-40.585398;-64.99608;21/11/2021;1227;43.44;tortugómetro;macho;34;9.5;21.8;2.9;20.8;ESE;16.7;1009;0;4.2;0.6;30
-40.585372;-64.996116;21/11/2021;1238;47.77;tortugómetro;macho;34;9.5;21.8;2.9;20.8;ESE;16.7;1009;0;4.2;0.6;30
-40.585396;-64.996086;21/11/2021;1247;46.36;tortugómetro;macho;34;9.5;21.8;2.9;20.8;ESE;16.7;1009;0;4.2;0.6;30
-40.585389;-64.996088;21/11/2021;1257;50.93;tortugómetro;macho;34;9.5;21.8;2.9;20.8;ESE;16.7;1009;0;4.2;0.6;30
-40.58538;-64.996084;21/11/2021;1307;48.91;tortugómetro;macho;34;9.5;21.8;3;20.9;SE;16.3;1008.7;0;4.3;0.7;30
-40.585288;-64.996139;21/11/2021;1317;46.21;tortugómetro;macho;34;9.5;21.8;3;20.9;SE;16.3;1008.7;0;4.3;0.7;30
-40.58539;-64.996077;21/11/2021;1328;43.4;tortugómetro;macho;34;9.5;21.8;3;20.9;SE;16.3;1008.7;0;4.3;0.7;30
-40.585405;-64.996074;21/11/2021;1338;52.86;tortugómetro;macho;34;9.5;21.8;3;20.9;SE;16.3;1008.7;0;4.3;0.7;30
-40.58542;-64.996064;21/11/2021;1348;45.24;tortugómetro;macho;34;9.5;21.8;3;20.9;SE;16.3;1008.7;0;4.3;0.7;30
-40.585395;-64.996071;21/11/2021;1358;42.58;tortugómetro;macho;34;9.5;21.8;3;20.9;SE;16.3;1008.7;0;4.3;0.7;30
-40.585386;-64.996072;21/11/2021;1408;41.59;tortugómetro;macho;34;9.5;21.8;3.3;21.3;SE;16.1;1008.5;0;4.3;0.8;30
-40.585401;-64.996071;21/11/2021;1418;40.72;tortugómetro;macho;34;9.5;21.8;3.3;21.3;SE;16.1;1008.5;0;4.3;0.8;30
-40.5854;-64.996072;21/11/2021;1428;42.34;tortugómetro;macho;34;9.5;21.8;3.3;21.3;SE;16.1;1008.5;0;4.3;0.8;30
-40.585391;-64.996069;21/11/2021;1438;42.25;tortugómetro;macho;34;9.5;21.8;3.3;21.3;SE;16.1;1008.5;0;4.3;0.8;30
-40.585408;-64.996079;21/11/2021;1448;42.26;tortugómetro;macho;34;9.5;21.8;3.3;21.3;SE;16.1;1008.5;0;4.3;0.8;30
-40.58539;-64.996062;21/11/2021;1458;42.19;tortugómetro;macho;34;9.5;21.8;3.3;21.3;SE;16.1;1008.5;0;4.3;0.8;30
-40.58542;-64.996062;21/11/2021;1508;41.2;tortugómetro;macho;34;9.5;21.8;3.5;21.5;SE;16;1008.2;0;4.5;0.8;30
-40.585401;-64.996074;21/11/2021;1518;41.37;tortugómetro;macho;34;9.5;21.8;3.5;21.5;SE;16;1008.2;0;4.5;0.8;30
-40.585406;-64.996065;21/11/2021;1528;41.04;tortugómetro;macho;34;9.5;21.8;3.5;21.5;SE;16;1008.2;0;4.5;0.8;30
-40.58538;-64.996089;21/11/2021;1538;41.32;tortugómetro;macho;34;9.5;21.8;3.5;21.5;SE;16;1008.2;0;4.5;0.8;30
-40.585375;-64.996089;21/11/2021;1549;43.21;tortugómetro;macho;34;9.5;21.8;3.5;21.5;SE;16;1008.2;0;4.5;0.8;30
-40.585381;-64.996088;21/11/2021;1558;45.44;tortugómetro;macho;34;9.5;21.8;3.5;21.5;SE;16;1008.2;0;4.5;0.8;30
-40.585397;-64.996082;21/11/2021;1608;47.5;tortugómetro;macho;34;9.5;21.8;3.7;21.7;SE;15.4;1007.9;0;4.5;0.9;30
-40.585396;-64.996085;21/11/2021;1618;45.61;tortugómetro;macho;34;9.5;21.8;3.7;21.7;SE;15.4;1007.9;0;4.5;0.9;30
-40.585392;-64.99608;21/11/2021;1628;43.26;tortugómetro;macho;34;9.5;21.8;3.7;21.7;SE;15.4;1007.9;0;4.5;0.9;30
