lat;lon;date;timeGMT;tempIMU;Metodología;sexo;tempmax(C);tempmin(C);tempmed(C);Temprocíomediadiaria(C);Humedadrelativadiaria(%);vientodir;viento(km/h)vel;Presionsobreniveldelmar(Hp);Prec(mm);NubesTotOct;NubbajOct;Vis(km)
-40.586319;-65.002726;21/11/2021;1047;28.54;tortugómetro;hembra;34;24.5;29.2;2.7;20.6;ESE;16.3;1009;*;4.1;0.5;30
-40.586191;-65.002024;21/11/2021;1050;27.71;tortugómetro;hembra;34;24.5;29.2;2.7;20.6;ESE;16.3;1009;*;4.1;0.5;30
-40.586171;-65.002015;21/11/2021;1105;33.11;tortugómetro;hembra;34;24.5;29.2;2.7;20.6;ESE;16.3;1009;*;4.1;0.5;30
-40.586117;-65.001972;21/11/2021;1110;28.12;tortugómetro;hembra;34;24.5;29.2;2.7;20.6;ESE;16.3;1009;*;4.1;0.5;30
-40.586174;-65.002011;21/11/2021;1120;25.64;tortugómetro;hembra;34;24.5;29.2;2.7;20.6;ESE;16.3;1009;*;4.1;0.5;30
-40.586159;-65.001995;21/11/2021;1130;24.84;tortugómetro;hembra;34;24.5;29.2;2.7;20.6;ESE;16.3;1009;*;4.1;0.5;30
-40.586163;-65.002003;21/11/2021;1140;24.91;tortugómetro;hembra;34;24.5;29.2;2.7;20.6;ESE;16.3;1009;*;4.1;0.5;30
-40.586206;-65.002001;21/11/2021;1150;26.01;tortugómetro;hembra;34;24.5;29.2;2.7;20.6;ESE;16.3;1009;*;4.1;0.5;30
-40.586177;-65.002001;21/11/2021;1200;27.18;tortugómetro;hembra;34;9.5;21.8;2.9;20.8;ESE;16.7;1009;0;4.2;0.6;30
-40.586154;-65.002004;21/11/2021;1210;28.03;tortugómetro;hembra;34;9.5;21.8;2.9;20.8;ESE;16.7;1009;0;4.2;0.6;30
-40.586161;-65.002015;21/11/2021;1221;29.07;tortugómetro;hembra;34;9.5;21.8;2.9;20.8;ESE;16.7;1009;0;4.2;0.6;30
-40.586154;-65.002008;21/11/2021;1230;29.89;tortugómetro;hembra;34;9.5;21.8;2.9;20.8;ESE;16.7;1009;0;4.2;0.6;30
-40.586176;-65.002007;21/11/2021;1241;31.97;tortugómetro;hembra;34;9.5;21.8;2.9;20.8;ESE;16.7;1009;0;4.2;0.6;30
-40.586164;-65.001998;21/11/2021;1251;33.29;tortugómetro;hembra;34;9.5;21.8;2.9;20.8;ESE;16.7;1009;0;4.2;0.6;30
-40.586152;-65.002;21/11/2021;1301;34.33;tortugómetro;hembra;34;9.5;21.8;3;20.9;SE;16.3;1008.7;0;4.3;0.7;30
-40.58617;-65.002005;21/11/2021;1311;35.9;tortugómetro;hembra;34;9.5;21.8;3;20.9;SE;16.3;1008.7;0;4.3;0.7;30
