lat;lon;date;timeGMT;tempIMU;Metodología;sexo;tempmax(C);tempmin(C);tempmed(C);Temprocíomediadiaria(C);Humedadrelativadiaria(%);vientodir;viento(km/h)vel;Presionsobreniveldelmar(Hp);Prec(mm);NubesTotOct;NubbajOct;Vis(km)
-40.584797;-65.002478;21/11/2021;1112;31.88;tortugómetro;;34;24.5;29.2;2.7;20.6;ESE;16.3;1009;*;4.1;0.5;30
-40.584798;-65.002559;21/11/2021;1123;35.83;tortugómetro;;34;24.5;29.2;2.7;20.6;ESE;16.3;1009;*;4.1;0.5;30
-40.584964;-65.002834;21/11/2021;1132;32.73;tortugómetro;;34;24.5;29.2;2.7;20.6;ESE;16.3;1009;*;4.1;0.5;30
-40.584809;-65.002534;21/11/2021;1142;31.14;tortugómetro;;34;24.5;29.2;2.7;20.6;ESE;16.3;1009;*;4.1;0.5;30
-40.584796;-65.00252;21/11/2021;1152;31.35;tortugómetro;;34;24.5;29.2;2.7;20.6;ESE;16.3;1009;*;4.1;0.5;30
-40.584749;-65.002521;21/11/2021;1202;37.08;tortugómetro;;34;9.5;21.8;2.9;20.8;ESE;16.7;1009;0;4.2;0.6;30
-40.584722;-65.002473;21/11/2021;1212;38.94;tortugómetro;;34;9.5;21.8;2.9;20.8;ESE;16.7;1009;0;4.2;0.6;30
-40.584797;-65.002476;21/11/2021;1223;39.52;tortugómetro;;34;9.5;21.8;2.9;20.8;ESE;16.7;1009;0;4.2;0.6;30
-40.584788;-65.002474;21/11/2021;1233;32.57;tortugómetro;;34;9.5;21.8;2.9;20.8;ESE;16.7;1009;0;4.2;0.6;30
-40.584784;-65.002363;21/11/2021;1243;30.3;tortugómetro;;34;9.5;21.8;2.9;20.8;ESE;16.7;1009;0;4.2;0.6;30
-40.5847;-65.002534;21/11/2021;1253;39.92;tortugómetro;;34;9.5;21.8;2.9;20.8;ESE;16.7;1009;0;4.2;0.6;30
-40.584672;-65.002639;21/11/2021;1303;41.89;tortugómetro;;34;9.5;21.8;3;20.9;SE;16.3;1008.7;0;4.3;0.7;30
-40.584542;-65.002682;21/11/2021;1313;44.56;tortugómetro;;34;9.5;21.8;3;20.9;SE;16.3;1008.7;0;4.3;0.7;30
-40.584559;-65.002659;21/11/2021;1323;41.18;tortugómetro;;34;9.5;21.8;3;20.9;SE;16.3;1008.7;0;4.3;0.7;30
-40.58463;-65.002523;21/11/2021;1333;46.68;tortugómetro;;34;9.5;21.8;3;20.9;SE;16.3;1008.7;0;4.3;0.7;30
-40.584652;-65.002245;21/11/2021;1343;47.78;tortugómetro;;34;9.5;21.8;3;20.9;SE;16.3;1008.7;0;4.3;0.7;30
-40.584627;-65.002237;21/11/2021;1353;48.87;tortugómetro;;34;9.5;21.8;3;20.9;SE;16.3;1008.7;0;4.3;0.7;30
-40.584632;-65.002241;21/11/2021;1403;40.76;tortugómetro;;34;9.5;21.8;3.3;21.3;SE;16.1;1008.5;0;4.3;0.8;30
-40.584619;-65.002234;21/11/2021;1413;37.48;tortugómetro;;34;9.5;21.8;3.3;21.3;SE;16.1;1008.5;0;4.3;0.8;30
-40.584521;-65.002168;21/11/2021;1423;36.89;tortugómetro;;34;9.5;21.8;3.3;21.3;SE;16.1;1008.5;0;4.3;0.8;30
-40.584623;-65.002234;21/11/2021;1433;36.54;tortugómetro;;34;9.5;21.8;3.3;21.3;SE;16.1;1008.5;0;4.3;0.8;30
-40.584615;-65.002239;21/11/2021;1443;35.95;tortugómetro;;34;9.5;21.8;3.3;21.3;SE;16.1;1008.5;0;4.3;0.8;30
-40.58462;-65.00221;21/11/2021;1453;36.28;tortugómetro;;34;9.5;21.8;3.3;21.3;SE;16.1;1008.5;0;4.3;0.8;30
-40.584629;-65.002214;21/11/2021;1503;36.45;tortugómetro;;34;9.5;21.8;3.5;21.5;SE;16;1008.2;0;4.5;0.8;30
-40.584612;-65.002259;21/11/2021;1514;36.93;tortugómetro;;34;9.5;21.8;3.5;21.5;SE;16;1008.2;0;4.5;0.8;30
-40.584627;-65.00227;21/11/2021;1523;36.46;tortugómetro;;34;9.5;21.8;3.5;21.5;SE;16;1008.2;0;4.5;0.8;30
-40.584606;-65.002259;21/11/2021;1533;36.28;tortugómetro;;34;9.5;21.8;3.5;21.5;SE;16;1008.2;0;4.5;0.8;30
-40.584608;-65.002254;21/11/2021;1543;35.38;tortugómetro;;34;9.5;21.8;3.5;21.5;SE;16;1008.2;0;4.5;0.8;30
-40.58461;-65.002261;21/11/2021;1553;36.18;tortugómetro;;34;9.5;21.8;3.5;21.5;SE;16;1008.2;0;4.5;0.8;30
-40.584604;-65.002249;21/11/2021;1603;36.19;tortugómetro;;34;9.5;21.8;3.7;21.7;SE;15.4;1007.9;0;4.5;0.9;30
-40.5846;-65.00225;21/11/2021;1613;36.83;tortugómetro;;34;9.5;21.8;3.7;21.7;SE;15.4;1007.9;0;4.5;0.9;30
-40.584613;-65.002257;21/11/2021;1623;37.75;tortugómetro;;34;9.5;21.8;3.7;21.7;SE;15.4;1007.9;0;4.5;0.9;30
-40.584627;-65.002255;21/11/2021;1633;39.56;tortugómetro;;34;9.5;21.8;3.7;21.7;SE;15.4;1007.9;0;4.5;0.9;30
-40.584715;-65.002133;21/11/2021;1643;37.63;tortugómetro;;34;9.5;21.8;3.7;21.7;SE;15.4;1007.9;0;4.5;0.9;30
